Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2020-05-04,2188,5895,2.7,2.71,2.7,2.71,0.0,5,1.0,2.7,2.71,2.7,2.71
2020-05-05,0,0,,,,,0.0,0,1.0,,,,
2020-05-06,0,0,,,,,0.0,0,1.0,,,,
2020-05-07,1874,5184,2.86,2.86,2.86,2.86,0.0,4,1.0,2.86,2.86,2.86,2.86
2020-05-08,1,2,,,,,0.0,1,1.0,,,,
2020-05-11,1,2,,,,,0.0,1,1.0,,,,
2020-05-12,1000,2800,2.8,2.8,2.8,2.8,0.0,1,1.0,2.8,2.8,2.8,2.8
2020-05-13,0,0,,,,,0.0,0,1.0,,,,
2020-05-14,0,0,,,,,0.0,0,1.0,,,,
2020-05-15,5,12,,,,,0.0,2,1.0,,,,
2020-05-18,3500,9449,2.58,2.89,2.58,2.89,0.0,4,1.0,2.58,2.89,2.58,2.89
2020-05-19,430,1122,,,,,0.0,1,1.0,,,,
2020-05-20,5640,16663,2.66,3.12,2.66,3.12,0.0,8,1.0,2.66,3.12,2.66,3.12
2020-05-21,7999,22945,3.12,3.12,2.81,2.81,-0.31,9,1.0,3.12,2.81,2.81,3.12
2020-05-22,3001,7962,2.53,2.9,2.53,2.9,0.09,4,1.0,2.53,2.9,2.53,2.9
2020-05-25,2000,5720,2.86,2.86,2.86,2.86,-0.04,2,1.0,2.86,2.86,2.86,2.86
2020-05-26,2830,7326,2.59,2.59,2.59,2.59,-0.27,8,1.0,2.59,2.59,2.59,2.59
2020-05-27,11432,27429,2.59,2.59,2.34,2.34,-0.25,8,1.0,2.59,2.34,2.34,2.59
2020-05-28,12107,28739,2.4,2.4,2.4,2.4,0.06,10,1.0,2.4,2.4,2.4,2.4
2020-05-29,66257,170467,2.4,2.61,2.4,2.6,0.2,17,1.0,2.4,2.6,2.4,2.61
2020-06-01,1437,4003,2.82,2.82,2.82,2.82,0.22,3,1.0,2.82,2.82,2.82,2.82
2020-06-02,0,0,,,,,0.0,0,1.0,,,,
2020-06-03,437,1144,,,,,0.0,3,1.0,,,,
2020-06-04,572876,1443825,2.7,2.7,2.7,2.7,0.0,7,1.0,2.7,2.7,2.7,2.7
2020-06-05,6186,15448,2.44,2.78,2.44,2.78,0.08,6,1.0,2.44,2.78,2.44,2.78
2020-06-08,31000,82500,2.7,2.7,2.6,2.6,-0.18,9,1.0,2.7,2.6,2.6,2.7
2020-06-09,3814,10791,2.8,2.84,2.8,2.84,0.24,4,1.0,2.8,2.84,2.8,2.84
2020-06-10,64820,195148,3.06,3.06,2.8,3.05,0.21,21,1.0,3.06,3.05,2.8,3.06
2020-06-11,20528,58422,2.8,3.23,2.8,3.23,0.18,13,1.0,2.8,3.23,2.8,3.23
2020-06-12,5438,16728,3.23,3.23,2.97,3.12,-0.11,6,1.0,3.23,3.12,2.97,3.23
2020-06-15,65559,190737,2.9,2.95,2.9,2.95,-0.17,19,1.0,2.9,2.95,2.9,2.95
2020-06-16,61000,181250,2.9,3.0,2.9,3.0,0.05,11,1.0,2.9,3.0,2.9,3.0
2020-06-17,57978,174067,2.77,3.1,2.77,3.0,0.0,18,1.0,2.77,3.0,2.77,3.1
2020-06-18,19289,57202,3.0,3.0,2.8,2.8,-0.2,11,1.0,3.0,2.8,2.8,3.0
2020-06-19,2498,7254,2.85,2.98,2.85,2.98,0.18,3,1.0,2.85,2.98,2.85,2.98
2020-06-22,16999,48153,2.96,3.05,2.81,3.05,0.07,11,1.0,2.96,3.05,2.81,3.05
2020-06-23,38314,117164,3.25,3.25,3.0,3.0,-0.05,14,1.0,3.25,3.0,3.0,3.25
2020-06-24,37190,111748,3.0,3.2,3.0,3.0,0.0,14,1.0,3.0,3.0,3.0,3.2
2020-06-29,64376,193364,3.0,3.03,3.0,3.03,0.03,13,1.0,3.0,3.03,3.0,3.03
