Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2020-05-04,107184,1789467,17.4,17.4,16.3,16.4,-0.95,80,0.7249000445507593,12.6133,11.8884,11.8159,12.6133
2020-05-05,123645,2068249,16.65,17.05,16.35,17.05,0.65,97,0.7249000445507593,12.0696,12.3595,11.8521,12.3595
2020-05-06,160201,2670805,17.45,17.45,16.15,16.3,-0.75,124,0.7249000445507593,12.6495,11.8159,11.7071,12.6495
2020-05-07,41149,679165,16.3,16.7,16.3,16.65,0.35,39,0.7249000445507593,11.8159,12.0696,11.8159,12.1058
2020-05-08,81985,1359453,16.85,17.0,16.2,16.4,-0.25,58,0.7249000445507593,12.2146,11.8884,11.7434,12.3233
2020-05-11,86319,1406564,16.4,16.7,15.8,16.2,-0.2,76,0.7249000445507593,11.8884,11.7434,11.4534,12.1058
2020-05-12,125101,1985435,16.2,16.4,15.65,15.8,-0.4,77,0.7249000445507593,11.7434,11.4534,11.3447,11.8884
2020-05-13,36501,573789,15.8,15.9,15.6,15.7,-0.1,29,0.7249000445507593,11.4534,11.3809,11.3084,11.5259
2020-05-14,81459,1295205,16.1,16.1,15.6,15.65,-0.05,46,0.7249000445507593,11.6709,11.3447,11.3084,11.6709
2020-05-15,43000,673550,15.7,16.0,15.55,15.55,-0.1,25,0.7249000445507593,11.3809,11.2722,11.2722,11.5984
2020-05-18,30028,462674,15.9,15.9,15.15,15.15,-0.4,23,0.7249000445507593,11.5259,10.9822,10.9822,11.5259
2020-05-19,16000,243900,15.2,15.45,15.15,15.25,0.1,16,0.7249000445507593,11.0185,11.0547,10.9822,11.1997
2020-05-20,16778,259486,15.45,15.5,15.35,15.45,0.2,14,0.7249000445507593,11.1997,11.1997,11.1272,11.236
2020-05-21,29092,456961,15.75,15.9,15.4,15.9,0.45,23,0.7249000445507593,11.4172,11.5259,11.1635,11.5259
2020-05-22,332443,5693679,16.1,17.45,15.9,17.45,1.55,175,0.7249000445507593,11.6709,12.6495,11.5259,12.6495
2020-05-25,290428,5188629,18.7,18.85,17.15,17.9,0.45,198,0.7249000445507593,13.5556,12.9757,12.432,13.6644
2020-05-26,77004,1357419,17.65,18.25,17.3,17.3,-0.6,50,0.7249000445507593,12.7945,12.5408,12.5408,13.2294
2020-05-27,194000,3185500,17.3,17.3,16.2,16.25,-1.05,119,0.7249000445507593,12.5408,11.7796,11.7434,12.5408
2020-05-28,64758,1053529,16.5,16.55,16.0,16.2,-0.05,55,0.7249000445507593,11.9609,11.7434,11.5984,11.9971
2020-05-29,26060,413760,15.95,16.15,15.65,16.0,-0.2,28,0.7249000445507593,11.5622,11.5984,11.3447,11.7071
2020-06-01,29999,481083,15.9,16.35,15.8,16.35,0.35,22,0.7249000445507593,11.5259,11.8521,11.4534,11.8521
2020-06-02,27858,449819,16.0,16.5,15.9,15.9,-0.45,25,0.7249000445507593,11.5984,11.5259,11.5259,11.9609
2020-06-03,28427,456502,16.25,16.25,15.9,16.15,0.25,27,0.7249000445507593,11.7796,11.7071,11.5259,11.7796
2020-06-04,51175,842826,16.35,16.7,16.25,16.25,0.1,39,0.7249000445507593,11.8521,11.7796,11.7796,12.1058
2020-06-05,79215,1328302,16.3,17.3,16.3,16.85,0.6,56,0.7249000445507593,11.8159,12.2146,11.8159,12.5408
