Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2022-08-31,1461648,174954406,117.0,124.5,115.0,124.5,0.0,1362,0.9260703120146723,108.3502,115.2958,106.4981,115.2958
2022-09-01,592362,71843766,122.5,124.0,119.0,121.0,-3.5,596,0.9260703120146723,113.4436,112.0545,110.2024,114.8327
2022-09-02,508705,58608471,120.0,120.0,111.5,115.0,-6.0,531,0.9260703120146723,111.1284,106.4981,103.2568,111.1284
2022-09-05,255357,28617439,115.0,115.0,111.0,111.0,-4.0,294,0.9260703120146723,106.4981,102.7938,102.7938,106.4981
2022-09-06,349111,37990749,113.0,113.5,106.0,106.5,-4.5,473,0.9260703120146723,104.6459,98.6265,98.1635,105.109
2022-09-07,226999,23870115,106.5,108.0,104.0,106.0,-0.5,271,0.9260703120146723,98.6265,98.1635,96.3113,100.0156
2022-09-08,164664,17544139,107.0,108.0,105.5,106.0,0.0,181,0.9260703120146723,99.0895,98.1635,97.7004,100.0156
2022-09-12,169025,17902647,108.5,108.5,104.0,105.5,-0.5,176,0.9260703120146723,100.4786,97.7004,96.3113,100.4786
2022-09-13,476175,53924595,106.5,116.0,106.5,115.5,10.0,478,0.9260703120146723,98.6265,106.9611,98.6265,107.4242
2022-09-14,302797,33488893,109.5,114.0,107.5,111.5,-4.0,331,0.9260703120146723,101.4047,103.2568,99.5526,105.572
2022-09-15,540111,62901406,111.5,118.5,111.5,115.5,4.0,490,0.9260703120146723,103.2568,106.9611,103.2568,109.7393
2022-09-16,775872,93479941,114.0,124.0,114.0,121.5,6.0,709,0.9260703120146723,105.572,112.5175,105.572,114.8327
2022-09-19,400634,47374831,122.5,122.5,114.0,115.0,-6.5,429,0.9260703120146723,113.4436,106.4981,105.572,113.4436
2022-09-20,375010,44670146,118.5,122.0,118.0,119.0,4.0,344,0.9260703120146723,109.7393,110.2024,109.2763,112.9806
2022-09-21,247104,28749413,118.0,119.5,114.0,114.5,-4.5,249,0.9260703120146723,109.2763,106.0351,105.572,110.6654
2022-09-22,146845,16570653,114.5,115.0,110.5,113.5,-1.0,154,0.9260703120146723,106.0351,105.109,102.3308,106.4981
2022-09-23,228067,24933054,113.5,113.5,106.0,107.0,-6.5,346,0.9260703120146723,105.109,99.0895,98.1635,105.109
2022-09-26,215835,22624305,107.0,107.0,103.0,103.5,-3.5,204,0.9260703120146723,99.0895,95.8483,95.3852,99.0895
2022-09-27,141790,14819561,104.0,106.5,103.5,105.0,1.5,129,0.9260703120146723,96.3113,97.2374,95.8483,98.6265
2022-09-28,259586,26117790,105.0,105.0,98.3,98.3,-6.7,266,0.9260703120146723,97.2374,91.0327,91.0327,97.2374
2022-09-29,192857,19244854,100.0,102.5,98.2,98.3,0.0,162,0.9260703120146723,92.607,91.0327,90.9401,94.9222
2022-09-30,226468,21941302,98.3,99.2,95.0,97.0,-1.3,220,0.9260703120146723,91.0327,89.8288,87.9767,91.8662
2022-10-03,335937,31572302,96.8,97.0,91.8,91.8,-5.2,308,0.9260703120146723,89.6436,85.0133,85.0133,89.8288
2022-10-04,280284,26567761,93.6,97.9,92.0,96.5,4.7,244,0.9260703120146723,86.6802,89.3658,85.1985,90.6623
2022-10-05,360986,36417357,98.0,104.5,97.3,100.0,3.5,350,0.9260703120146723,90.7549,92.607,90.1066,96.7743
2022-10-06,101332,10091899,100.0,101.0,97.6,100.0,0.0,98,0.9260703120146723,92.607,92.607,90.3845,93.5331
2022-10-07,135359,13825808,100.0,103.5,99.3,102.5,2.5,136,0.9260703120146723,92.607,94.9222,91.9588,95.8483
2022-10-11,243468,22932349,98.5,98.5,92.6,93.5,-9.0,241,0.9260703120146723,91.2179,86.5876,85.7541,91.2179
2022-10-12,132959,12592018,94.9,96.4,93.0,95.0,1.5,121,0.9260703120146723,87.8841,87.9767,86.1245,89.2732
2022-10-13,127626,11643595,94.0,94.2,89.3,89.3,-5.7,174,0.9260703120146723,87.0506,82.6981,82.6981,87.2358
2022-10-14,131637,12288123,90.7,95.0,90.5,93.6,4.3,146,0.9260703120146723,83.9946,86.6802,83.8094,87.9767
2022-10-17,100409,9085716,89.1,92.0,89.1,90.4,-3.2,103,0.9260703120146723,82.5129,83.7168,82.5129,85.1985
2022-10-18,79203,7274227,92.7,92.7,90.6,92.5,2.1,68,0.9260703120146723,85.8467,85.6615,83.902,85.8467
2022-10-19,66692,6099159,92.3,93.5,90.3,91.1,-1.4,79,0.9260703120146723,85.4763,84.365,83.6241,86.5876
2022-10-20,620834,52143989,89.4,89.4,82.0,82.0,-9.1,545,0.9260703120146723,82.7907,75.9378,75.9378,82.7907
2022-10-21,204699,16137669,82.0,82.0,77.6,78.7,-3.3,242,0.9260703120146723,75.9378,72.8817,71.8631,75.9378
2022-10-24,155743,12432411,79.7,81.0,78.5,78.5,-0.2,159,0.9260703120146723,73.8078,72.6965,72.6965,75.0117
2022-10-25,149603,11598531,80.3,80.3,76.0,77.8,-0.7,163,0.9260703120146723,74.3634,72.0483,70.3813,74.3634
2022-10-26,80824,6265696,77.9,78.8,76.5,77.0,-0.8,91,0.9260703120146723,72.1409,71.3074,70.8444,72.9743
2022-10-27,141414,11258039,78.1,82.6,77.8,81.2,4.2,151,0.9260703120146723,72.3261,75.1969,72.0483,76.4934
2022-10-28,73531,5822320,80.5,80.5,78.6,78.6,-2.6,139,0.9260703120146723,74.5487,72.7891,72.7891,74.5487
2022-10-31,178801,14569568,79.9,83.2,78.9,82.9,4.3,218,0.9260703120146723,73.993,76.7712,73.0669,77.049
2022-11-01,106192,8604748,82.9,82.9,80.2,81.6,-1.3,284,0.9260703120146723,76.7712,75.5673,74.2708,76.7712
2022-11-02,71205,5803088,82.0,82.0,80.3,81.3,-0.3,56,0.9260703120146723,75.9378,75.2895,74.3634,75.9378
2022-11-03,69660,5614173,79.6,80.9,79.6,80.9,-0.4,176,0.9260703120146723,73.7152,74.9191,73.7152,74.9191
2022-11-04,99742,8180947,81.2,82.7,80.8,82.5,1.6,113,0.9260703120146723,75.1969,76.4008,74.8265,76.586
2022-11-07,264167,22821089,85.4,88.0,85.2,86.1,3.6,381,0.9260703120146723,79.0864,79.7347,78.9012,81.4942
2022-11-08,154813,13296945,86.1,87.3,84.8,84.8,-1.3,242,0.9260703120146723,79.7347,78.5308,78.5308,80.8459
2022-11-09,140664,12049359,85.0,86.5,84.3,86.0,1.2,234,0.9260703120146723,78.716,79.642,78.0677,80.1051
2022-11-10,42276,3590950,86.0,86.0,84.5,85.0,-1.0,59,0.9260703120146723,79.642,78.716,78.2529,79.642
2022-11-11,107469,9313369,88.5,88.8,86.0,86.0,1.0,93,0.9260703120146723,81.9572,79.642,79.642,82.235
2022-11-14,214530,18577553,86.1,87.6,84.9,87.5,1.5,173,0.9260703120146723,79.7347,81.0312,78.6234,81.1238
2022-11-15,217079,19511594,88.2,92.5,88.2,90.5,3.0,203,0.9260703120146723,81.6794,83.8094,81.6794,85.6615
2022-11-16,284314,26300756,90.0,95.6,89.9,92.4,1.9,201,0.9260703120146723,83.3463,85.5689,83.2537,88.5323
