Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2020-05-04,3817800,32080113,8.1,8.78,8.1,8.46,0.3,1185,0.9442762077607812,7.6486,7.9886,7.6486,8.2907
2020-05-05,1846520,15466637,8.49,8.55,8.22,8.45,-0.01,690,0.9442762077607812,8.0169,7.9791,7.762,8.0736
2020-05-06,1775001,14850178,8.45,8.49,8.28,8.35,-0.1,568,0.9442762077607812,7.9791,7.8847,7.8186,8.0169
2020-05-07,1786500,14930464,8.38,8.43,8.29,8.33,-0.02,551,0.9442762077607812,7.913,7.8658,7.828,7.9602
2020-05-08,2166557,18168347,8.39,8.45,8.3,8.4,0.07,608,0.9442762077607812,7.9225,7.9319,7.8375,7.9791
2020-05-11,7982448,71383657,8.49,9.22,8.46,8.98,0.58,2449,0.9442762077607812,8.0169,8.4796,7.9886,8.7062
2020-05-12,3729731,33658355,9.0,9.29,8.79,8.89,-0.09,1368,0.9442762077607812,8.4985,8.3946,8.3002,8.7723
2020-05-13,4674304,39977137,8.9,8.97,8.3,8.32,-0.57,1602,0.9442762077607812,8.4041,7.8564,7.8375,8.4702
2020-05-14,2007100,16602310,8.32,8.44,8.12,8.34,0.02,645,0.9442762077607812,7.8564,7.8753,7.6675,7.9697
2020-05-15,2176074,17748526,8.32,8.46,7.96,8.12,-0.22,737,0.9442762077607812,7.8564,7.6675,7.5164,7.9886
2020-05-18,1887081,15056086,8.14,8.16,7.86,7.87,-0.25,564,0.9442762077607812,7.6864,7.4315,7.422,7.7053
2020-05-19,4076584,33184420,8.0,8.36,7.87,8.31,0.44,1327,0.9442762077607812,7.5542,7.8469,7.4315,7.8941
2020-05-20,2099374,17297854,8.31,8.35,8.17,8.17,-0.14,677,0.9442762077607812,7.8469,7.7147,7.7147,7.8847
2020-05-21,4742687,40043061,8.27,8.55,8.24,8.48,0.31,1427,0.9442762077607812,7.8092,8.0075,7.7808,8.0736
2020-05-22,2882153,23906439,8.56,8.58,8.1,8.1,-0.38,994,0.9442762077607812,8.083,7.6486,7.6486,8.1019
2020-05-25,718060,5835820,8.12,8.23,8.02,8.19,0.09,325,0.9442762077607812,7.6675,7.7336,7.5731,7.7714
2020-05-26,1545051,12640251,8.24,8.31,8.06,8.14,-0.05,505,0.9442762077607812,7.7808,7.6864,7.6109,7.8469
2020-05-27,4517300,38021195,8.23,8.63,8.16,8.45,0.31,1494,0.9442762077607812,7.7714,7.9791,7.7053,8.1491
2020-05-28,3126790,25819367,8.55,8.58,8.01,8.01,-0.44,1025,0.9442762077607812,8.0736,7.5637,7.5637,8.1019
2020-05-29,768310,6232582,8.12,8.17,8.09,8.09,0.08,286,0.9442762077607812,7.6675,7.6392,7.6392,7.7147
2020-06-01,619003,5038134,8.15,8.19,8.1,8.1,0.01,237,0.9442762077607812,7.6959,7.6486,7.6486,7.7336
2020-06-02,512548,4167535,8.12,8.18,8.1,8.1,0.0,188,0.9442762077607812,7.6675,7.6486,7.6486,7.7242
2020-06-03,581347,4734704,8.19,8.19,8.11,8.16,0.06,244,0.9442762077607812,7.7336,7.7053,7.6581,7.7336
2020-06-04,774745,6319342,8.2,8.21,8.13,8.14,-0.02,203,0.9442762077607812,7.7431,7.6864,7.677,7.7525
2020-06-05,665444,5433595,8.17,8.21,8.13,8.16,0.02,236,0.9442762077607812,7.7147,7.7053,7.677,7.7525
2020-06-08,846961,6919309,8.23,8.23,8.11,8.21,0.05,302,0.9442762077607812,7.7714,7.7525,7.6581,7.7714
2020-06-09,803743,6623860,8.22,8.33,8.2,8.29,0.08,271,0.9442762077607812,7.762,7.828,7.7431,7.8658
2020-06-10,810099,6705491,8.33,8.35,8.22,8.22,-0.07,273,0.9442762077607812,7.8658,7.762,7.762,7.8847
2020-06-11,718386,5843653,8.23,8.23,8.07,8.08,-0.14,327,0.9442762077607812,7.7714,7.6298,7.6203,7.7714
