Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2020-05-04,15607314,294253717,18.7,18.95,18.7,18.8,-0.8,5751,0.725027242413535,13.558,13.6305,13.558,13.7393
2020-05-05,8182420,154104480,18.9,19.05,18.7,18.8,0.0,3433,0.725027242413535,13.703,13.6305,13.558,13.8118
2020-05-06,7806116,146287330,18.75,18.85,18.6,18.75,-0.05,3293,0.725027242413535,13.5943,13.5943,13.4855,13.6668
2020-05-07,12226389,229591247,18.75,18.85,18.7,18.75,0.0,2466,0.725027242413535,13.5943,13.5943,13.558,13.6668
2020-05-08,5363963,101661800,18.95,19.05,18.85,18.9,0.15,1714,0.725027242413535,13.7393,13.703,13.6668,13.8118
2020-05-11,5945902,114019036,19.1,19.25,19.05,19.15,0.25,2039,0.725027242413535,13.848,13.8843,13.8118,13.9568
2020-05-12,6120926,115878721,18.95,19.0,18.9,18.9,-0.25,2154,0.725027242413535,13.7393,13.703,13.703,13.7755
2020-05-13,6145073,116410615,18.9,19.1,18.8,19.1,0.2,2042,0.725027242413535,13.703,13.848,13.6305,13.848
2020-05-14,8899361,167775022,18.9,19.0,18.8,18.8,-0.3,3245,0.725027242413535,13.703,13.6305,13.6305,13.7755
2020-05-15,7462243,140444873,18.95,18.95,18.7,18.8,0.0,2164,0.725027242413535,13.7393,13.6305,13.558,13.7393
2020-05-18,3399226,63856647,18.75,18.95,18.7,18.8,0.0,1192,0.725027242413535,13.5943,13.6305,13.558,13.7393
2020-05-19,7298748,138160332,19.1,19.1,18.85,18.85,0.05,2113,0.725027242413535,13.848,13.6668,13.6668,13.848
2020-05-20,4670647,88316634,18.95,19.0,18.85,18.85,0.0,1973,0.725027242413535,13.7393,13.6668,13.6668,13.7755
2020-05-21,8005588,152484609,18.85,19.15,18.85,19.1,0.25,1996,0.725027242413535,13.6668,13.848,13.6668,13.8843
2020-05-22,14653452,275809061,19.0,19.0,18.75,18.75,-0.35,3976,0.725027242413535,13.7755,13.5943,13.5943,13.7755
2020-05-25,7350293,137685654,18.8,18.85,18.65,18.8,0.05,1739,0.725027242413535,13.6305,13.6305,13.5218,13.6668
2020-05-26,9641826,183946202,18.9,19.2,18.85,19.15,0.35,2321,0.725027242413535,13.703,13.8843,13.6668,13.9205
2020-05-27,4731671,90214992,19.15,19.2,19.0,19.05,-0.1,1673,0.725027242413535,13.8843,13.8118,13.7755,13.9205
2020-05-28,8203397,156033792,19.15,19.2,18.9,18.95,-0.1,2064,0.725027242413535,13.8843,13.7393,13.703,13.9205
2020-05-29,48672672,916321595,18.8,19.15,18.8,18.8,-0.15,2749,0.725027242413535,13.6305,13.6305,13.6305,13.8843
2020-06-01,10053907,192316437,19.0,19.2,18.9,19.1,0.3,2259,0.725027242413535,13.7755,13.848,13.703,13.9205
2020-06-02,7959874,152771792,19.1,19.25,19.1,19.2,0.1,1924,0.725027242413535,13.848,13.9205,13.848,13.9568
2020-06-03,11789442,231098219,19.4,19.75,19.35,19.65,0.45,3304,0.725027242413535,14.0655,14.2468,14.0293,14.3193
2020-06-04,12083823,239588412,19.85,20.0,19.7,19.85,0.2,3255,0.725027242413535,14.3918,14.3918,14.283,14.5005
2020-06-05,6108695,121525324,19.8,20.0,19.75,19.9,0.05,2193,0.725027242413535,14.3555,14.428,14.3193,14.5005
2020-06-08,13326289,269526717,19.95,20.4,19.95,20.4,0.5,5074,0.725027242413535,14.4643,14.7906,14.4643,14.7906
2020-06-09,7835003,158306907,20.4,20.4,20.05,20.15,-0.25,2048,0.725027242413535,14.7906,14.6093,14.5368,14.7906
2020-06-10,8386905,169447785,20.2,20.3,20.1,20.25,0.1,2124,0.725027242413535,14.6456,14.6818,14.573,14.7181
2020-06-11,12601730,250977859,20.15,20.2,19.7,19.75,-0.5,3505,0.725027242413535,14.6093,14.3193,14.283,14.6456
2020-06-12,9579577,186412031,19.45,19.55,19.35,19.45,-0.3,2480,0.725027242413535,14.1018,14.1018,14.0293,14.1743
2020-06-15,8103432,156735893,19.45,19.45,19.25,19.3,-0.15,2352,0.725027242413535,14.1018,13.993,13.9568,14.1018
2020-06-16,8753869,172415876,19.5,19.8,19.45,19.75,0.45,2156,0.725027242413535,14.138,14.3193,14.1018,14.3555
2020-06-17,14363352,286311566,19.8,20.1,19.6,20.05,0.3,9615,0.725027242413535,14.3555,14.5368,14.2105,14.573
2020-06-18,4737937,93644911,20.05,20.05,19.65,19.75,-0.3,1632,0.725027242413535,14.5368,14.3193,14.2468,14.5368
2020-06-19,9489929,186359819,19.75,19.8,19.6,19.6,-0.15,1236,0.725027242413535,14.3193,14.2105,14.2105,14.3555
2020-06-22,7737586,150565639,19.65,19.65,19.4,19.4,-0.2,2177,0.725027242413535,14.2468,14.0655,14.0655,14.2468
2020-06-23,5404815,105113422,19.4,19.6,19.25,19.55,0.15,1337,0.725027242413535,14.0655,14.1743,13.9568,14.2105
2020-06-24,6007274,117758523,19.6,19.7,19.5,19.55,0.0,1078,0.725027242413535,14.2105,14.1743,14.138,14.283
2020-06-29,8784408,169043627,19.5,19.55,19.05,19.25,-0.3,2576,0.725027242413535,14.138,13.9568,13.8118,14.1743
2020-06-30,8162702,158092493,19.3,19.45,19.3,19.35,0.1,1301,0.725027242413535,13.993,14.0293,13.993,14.1018
2020-07-01,4145771,80391279,19.35,19.45,19.3,19.4,0.05,1090,0.725027242413535,14.0293,14.0655,13.993,14.1018
2020-07-02,7202883,139991349,19.4,19.5,19.3,19.5,0.1,1059,0.725027242413535,14.0655,14.138,13.993,14.138
2020-07-03,2594589,50728322,19.55,19.6,19.5,19.55,0.05,857,0.725027242413535,14.1743,14.1743,14.138,14.2105
2020-07-06,7779028,153186400,19.6,19.8,19.55,19.75,0.2,1461,0.725027242413535,14.2105,14.3193,14.1743,14.3555
2020-07-07,6110719,119977123,19.75,19.8,19.55,19.65,-0.1,1453,0.725027242413535,14.3193,14.2468,14.1743,14.3555
2020-07-08,5218758,102115071,19.6,19.65,19.5,19.6,-0.05,1327,0.725027242413535,14.2105,14.2105,14.138,14.2468
2020-07-09,7992332,156662089,19.6,19.65,19.5,19.65,0.05,1369,0.725027242413535,14.2105,14.2468,14.138,14.2468
2020-07-10,3705809,72181041,19.6,19.6,19.45,19.45,-0.2,1116,0.725027242413535,14.2105,14.1018,14.1018,14.2105
2020-07-13,6010972,116857619,19.6,19.6,19.35,19.4,-0.05,1191,0.725027242413535,14.2105,14.0655,14.0293,14.2105
2020-07-14,3996736,77312403,19.35,19.4,19.3,19.35,-0.05,1102,0.725027242413535,14.0293,14.0293,13.993,14.0655
2020-07-15,7610454,148317375,19.4,19.6,19.35,19.6,0.25,1419,0.725027242413535,14.0655,14.2105,14.0293,14.2105
2020-07-16,4154576,80962963,19.65,19.65,19.4,19.45,-0.15,999,0.725027242413535,14.2468,14.1018,14.0655,14.2468
2020-07-17,4817258,93569358,19.6,19.6,19.35,19.35,-0.1,989,0.725027242413535,14.2105,14.0293,14.0293,14.2105
2020-07-20,4931479,95322561,19.35,19.4,19.25,19.3,-0.05,1094,0.725027242413535,14.0293,13.993,13.9568,14.0655
2020-07-21,5272514,102544169,19.4,19.55,19.35,19.45,0.15,853,0.725027242413535,14.0655,14.1018,14.0293,14.1743
2020-07-22,4245464,82614090,19.3,19.5,19.3,19.5,0.05,979,0.725027242413535,13.993,14.138,13.993,14.138
2020-07-23,3775761,73185073,19.35,19.45,19.3,19.35,-0.15,988,0.725027242413535,14.0293,14.0293,13.993,14.1018
2020-07-24,8349433,160138042,19.25,19.3,19.1,19.1,-0.25,2225,0.725027242413535,13.9568,13.848,13.848,13.993
2020-07-27,8106133,154161425,19.05,19.3,18.9,18.9,-0.2,2287,0.725027242413535,13.8118,13.703,13.703,13.993
2020-07-28,8038614,151723255,18.75,19.1,18.7,19.0,0.1,1969,0.725027242413535,13.5943,13.7755,13.558,13.848
2020-07-29,7603715,144932533,18.95,19.2,18.85,19.05,0.05,1893,0.725027242413535,13.7393,13.8118,13.6668,13.9205
2020-07-30,6710412,127833432,19.1,19.2,18.9,19.2,0.15,1769,0.725027242413535,13.848,13.9205,13.703,13.9205
2020-07-31,5847803,111330358,19.15,19.15,19.0,19.0,-0.2,1526,0.725027242413535,13.8843,13.7755,13.7755,13.8843
2020-08-03,11826667,223609868,18.95,19.0,18.8,18.8,-0.2,3338,0.725027242413535,13.7393,13.6305,13.6305,13.7755
2020-08-04,6909252,130563129,18.85,19.0,18.85,18.85,0.05,2007,0.725027242413535,13.6668,13.6668,13.6668,13.7755
2020-08-05,5478817,104076723,18.9,19.1,18.9,19.05,0.2,1512,0.725027242413535,13.703,13.8118,13.703,13.848
2020-08-06,5998092,115385586,19.05,19.3,19.05,19.3,0.25,1387,0.725027242413535,13.8118,13.993,13.8118,13.993
2020-08-07,5458172,105011209,19.3,19.35,19.2,19.2,-0.1,1702,0.725027242413535,13.993,13.9205,13.9205,14.0293
2020-08-10,11092043,214336229,19.2,19.4,19.2,19.4,0.2,2222,0.725027242413535,13.9205,14.0655,13.9205,14.0655
2020-08-11,12551592,230670905,18.45,18.5,18.3,18.3,0.0,3026,0.770291812859944,14.2119,14.0963,14.0963,14.2504
2020-08-12,4528054,82938395,18.3,18.4,18.25,18.35,0.05,1713,0.770291812859944,14.0963,14.1349,14.0578,14.1734
2020-08-13,3575500,66054744,18.45,18.55,18.35,18.55,0.2,963,0.770291812859944,14.2119,14.2889,14.1349,14.2889
2020-08-14,2950147,54313986,18.45,18.45,18.35,18.4,-0.15,1128,0.770291812859944,14.2119,14.1734,14.1349,14.2119
2020-08-17,2752349,50767000,18.4,18.5,18.35,18.45,0.05,817,0.770291812859944,14.1734,14.2119,14.1349,14.2504
2020-08-18,5506258,102135006,18.5,18.65,18.4,18.6,0.15,1387,0.770291812859944,14.2504,14.3274,14.1734,14.3659
2020-08-19,6049101,112155346,18.6,18.65,18.45,18.5,-0.1,3325,0.770291812859944,14.3274,14.2504,14.2119,14.3659
2020-08-20,8795694,160013005,18.4,18.45,18.05,18.15,-0.35,2752,0.770291812859944,14.1734,13.9808,13.9038,14.2119
2020-08-21,4579831,83663223,18.3,18.35,18.2,18.3,0.15,1799,0.770291812859944,14.0963,14.0963,14.0193,14.1349
2020-08-24,4260885,77777864,18.3,18.35,18.15,18.25,-0.05,1307,0.770291812859944,14.0963,14.0578,13.9808,14.1349
2020-08-25,6077365,111630528,18.25,18.45,18.25,18.4,0.15,1539,0.770291812859944,14.0578,14.1734,14.0578,14.2119
2020-08-26,3955262,72371569,18.3,18.4,18.2,18.35,-0.05,1185,0.770291812859944,14.0963,14.1349,14.0193,14.1734
2020-08-27,2221003,40597580,18.35,18.35,18.25,18.25,-0.1,1088,0.770291812859944,14.1349,14.0578,14.0578,14.1349
2020-08-28,7846405,144724193,18.35,18.6,18.35,18.45,0.2,2399,0.770291812859944,14.1349,14.2119,14.1349,14.3274
2020-08-31,11894595,217759633,18.5,18.5,18.25,18.25,-0.2,1673,0.770291812859944,14.2504,14.0578,14.0578,14.2504
2020-09-01,8927040,161971455,18.25,18.25,18.1,18.15,-0.1,1637,0.770291812859944,14.0578,13.9808,13.9423,14.0578
2020-09-02,15738246,282231828,18.1,18.1,17.8,17.95,-0.2,4168,0.770291812859944,13.9423,13.8267,13.7112,13.9423
2020-09-03,6588584,118293966,17.95,18.1,17.8,17.95,0.0,1689,0.770291812859944,13.8267,13.8267,13.7112,13.9423
2020-09-04,9030679,160557744,17.8,17.9,17.7,17.8,-0.15,2694,0.770291812859944,13.7112,13.7112,13.6342,13.7882
2020-09-07,6086140,108154096,17.7,17.85,17.65,17.8,0.0,1995,0.770291812859944,13.6342,13.7112,13.5957,13.7497
2020-09-08,4384479,78276960,17.85,17.9,17.8,17.9,0.1,1172,0.770291812859944,13.7497,13.7882,13.7112,13.7882
2020-09-09,7067334,125140288,17.75,17.8,17.6,17.75,-0.15,1998,0.770291812859944,13.6727,13.6727,13.5571,13.7112
2020-09-10,6052609,108331512,17.85,18.0,17.75,18.0,0.25,1319,0.770291812859944,13.7497,13.8653,13.6727,13.8653
2020-09-11,3925068,70186124,17.95,17.95,17.85,17.9,-0.1,1582,0.770291812859944,13.8267,13.7882,13.7497,13.8267
2020-09-14,3734301,66754518,17.9,17.95,17.8,17.9,0.0,1385,0.770291812859944,13.7882,13.7882,13.7112,13.8267
2020-09-15,4626121,83017603,17.9,18.0,17.8,18.0,0.1,1583,0.770291812859944,13.7882,13.8653,13.7112,13.8653
2020-09-16,5761459,103387802,17.9,18.0,17.8,18.0,0.0,2006,0.770291812859944,13.7882,13.8653,13.7112,13.8653
2020-09-17,4687818,83849824,17.9,18.0,17.8,17.9,-0.1,1823,0.770291812859944,13.7882,13.7882,13.7112,13.8653
2020-09-18,8846466,159513407,17.9,18.1,17.8,18.1,0.2,2028,0.770291812859944,13.7882,13.9423,13.7112,13.9423
2020-09-21,6051947,108004533,18.0,18.0,17.75,17.8,-0.3,2281,0.770291812859944,13.8653,13.7112,13.6727,13.8653
2020-09-22,5474345,96647526,17.7,17.75,17.6,17.65,-0.15,1747,0.770291812859944,13.6342,13.5957,13.5571,13.6727
2020-09-23,6403305,112129685,17.6,17.65,17.45,17.45,-0.2,2222,0.770291812859944,13.5571,13.4416,13.4416,13.5957
2020-09-24,13425163,228422246,17.3,17.3,16.8,16.9,-0.55,4331,0.770291812859944,13.326,13.0179,12.9409,13.326
2020-09-25,5521849,94186006,16.9,17.15,16.9,17.15,0.25,1634,0.770291812859944,13.0179,13.2105,13.0179,13.2105
2020-09-28,5186607,90132346,17.2,17.5,17.15,17.5,0.35,1393,0.770291812859944,13.249,13.4801,13.2105,13.4801
2020-09-29,5366700,93695277,17.6,17.6,17.35,17.45,-0.05,863,0.770291812859944,13.5571,13.4416,13.3646,13.5571
2020-09-30,4352538,75956102,17.55,17.6,17.35,17.35,-0.1,1005,0.770291812859944,13.5186,13.3646,13.3646,13.5571
2020-10-05,3710087,64663601,17.55,17.6,17.35,17.4,0.05,1481,0.770291812859944,13.5186,13.4031,13.3646,13.5571
