Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,AdjFactor,Open_adj,Close_adj,Low_adj,High_adj
2020-05-04,7025303,324734772,45.4,46.85,44.9,45.8,-0.3,4348,0.7363440934567956,33.43,33.7246,33.0618,34.4977
2020-05-05,17968961,858810373,46.35,50.3,45.7,50.3,4.5,10353,0.7363440934567956,34.1295,37.0381,33.6509,37.0381
2020-05-06,46419688,2487294932,52.6,55.3,50.1,50.7,0.4,24183,0.7363440934567956,38.7317,37.3326,36.8908,40.7198
2020-05-07,33371611,1809149298,54.0,55.7,51.8,55.7,5.0,17372,0.7363440934567956,39.7626,41.0144,38.1426,41.0144
2020-05-08,51462274,3013575694,58.5,61.2,55.8,58.3,2.6,27162,0.7363440934567956,43.0761,42.9289,41.088,45.0643
2020-05-11,28647926,1680848984,59.0,60.4,56.4,59.5,1.2,15092,0.7363440934567956,43.4443,43.8125,41.5298,44.4752
2020-05-12,32782233,2000285516,60.5,63.0,59.2,60.8,1.3,18946,0.7363440934567956,44.5488,44.7697,43.5916,46.3897
2020-05-13,17532712,1059769532,60.1,61.6,59.3,61.0,0.2,9468,0.7363440934567956,44.2543,44.917,43.6652,45.3588
2020-05-14,38889098,2393690378,61.8,63.5,59.5,59.8,-1.2,21369,0.7363440934567956,45.5061,44.0334,43.8125,46.7578
2020-05-15,22003971,1296786317,60.5,61.0,57.2,57.5,-2.3,11622,0.7363440934567956,44.5488,42.3398,42.1189,44.917
2020-05-18,34921032,2126729344,59.0,62.2,59.0,61.2,3.7,19229,0.7363440934567956,43.4443,45.0643,43.4443,45.8006
2020-05-19,23419019,1367454679,60.2,60.5,57.0,57.0,-4.2,13472,0.7363440934567956,44.3279,41.9716,41.9716,44.5488
2020-05-20,8420593,485267727,57.6,58.5,57.0,57.4,0.4,5072,0.7363440934567956,42.4134,42.2662,41.9716,43.0761
2020-05-21,8419031,490654198,58.1,59.2,57.7,58.0,0.6,5128,0.7363440934567956,42.7816,42.708,42.4871,43.5916
2020-05-22,16795070,982537514,59.2,59.9,56.8,57.1,-0.9,9886,0.7363440934567956,43.5916,42.0452,41.8243,44.107
2020-05-25,7387472,423280476,58.0,58.1,56.3,57.8,0.7,4428,0.7363440934567956,42.708,42.5607,41.4562,42.7816
2020-05-26,8933462,516117496,58.5,58.7,56.9,58.1,0.3,4834,0.7363440934567956,43.0761,42.7816,41.898,43.2234
2020-05-27,17469439,995582524,59.0,59.6,55.5,55.9,-2.2,10086,0.7363440934567956,43.4443,41.1616,40.8671,43.8861
2020-05-28,15430251,887223926,56.9,58.8,56.3,57.1,1.2,8848,0.7363440934567956,41.898,42.0452,41.4562,43.297
2020-05-29,11143346,641470755,57.8,58.3,56.4,57.7,0.6,6419,0.7363440934567956,42.5607,42.4871,41.5298,42.9289
2020-06-01,11576015,678888857,58.8,59.5,58.0,58.3,0.6,6871,0.7363440934567956,43.297,42.9289,42.708,43.8125
2020-06-02,8313950,484296709,58.5,59.5,57.6,57.7,-0.6,4909,0.7363440934567956,43.0761,42.4871,42.4134,43.8125
2020-06-03,20952815,1250332365,58.3,60.7,57.8,60.3,2.6,11750,0.7363440934567956,42.9289,44.4015,42.5607,44.6961
2020-06-04,17851479,1056835482,60.9,61.5,57.5,58.0,-2.3,10579,0.7363440934567956,44.8434,42.708,42.3398,45.2852
2020-06-05,6088801,351703453,58.0,58.3,57.2,57.7,-0.3,3778,0.7363440934567956,42.708,42.4871,42.1189,42.9289
2020-06-08,23845967,1269432684,56.8,56.8,52.0,52.0,-5.7,13851,0.7363440934567956,41.8243,38.2899,38.2899,41.8243
2020-06-09,10203504,535554996,52.5,53.2,51.6,52.0,0.0,5953,0.7363440934567956,38.6581,38.2899,37.9954,39.1735
2020-06-10,7333293,378811713,51.9,52.5,51.0,51.6,-0.4,4428,0.7363440934567956,38.2163,37.9954,37.5535,38.6581
2020-06-11,9891879,499182404,51.7,52.1,49.3,50.5,-1.1,5583,0.7363440934567956,38.069,37.1854,36.3018,38.3635
2020-06-12,8945626,457760323,50.2,51.8,50.1,51.8,1.3,5302,0.7363440934567956,36.9645,38.1426,36.8908,38.1426
2020-06-15,6188944,319519044,51.8,52.3,50.9,51.1,-0.7,3241,0.7363440934567956,38.1426,37.6272,37.4799,38.5108
2020-06-16,7541937,394467077,52.3,52.8,51.6,52.7,1.6,4378,0.7363440934567956,38.5108,38.8053,37.9954,38.879
2020-06-17,6372239,339214230,53.1,53.7,52.7,53.1,0.4,3712,0.7363440934567956,39.0999,39.0999,38.8053,39.5417
2020-06-18,4442513,237154135,53.3,54.1,53.0,53.1,0.0,2675,0.7363440934567956,39.2471,39.0999,39.0262,39.8362
2020-06-19,7196908,385508175,53.5,54.2,52.6,53.8,0.7,3540,0.7363440934567956,39.3944,39.6153,38.7317,39.9098
2020-06-22,14488056,806683537,54.6,57.3,54.3,56.2,2.4,8400,0.7363440934567956,40.2044,41.3825,39.9835,42.1925
2020-06-23,8281932,458739647,56.7,56.8,54.7,55.0,-1.2,4721,0.7363440934567956,41.7507,40.4989,40.278,41.8243
2020-06-24,4856606,269577090,55.4,56.0,54.7,55.9,0.9,2890,0.7363440934567956,40.7935,41.1616,40.278,41.2353
2020-06-29,7859526,445341420,55.6,57.5,55.2,56.2,0.3,4688,0.7363440934567956,40.9407,41.3825,40.6462,42.3398
2020-06-30,3754109,211343855,56.4,56.9,55.8,56.7,0.5,2106,0.7363440934567956,41.5298,41.7507,41.088,41.898
2020-07-01,6230069,359534235,57.8,59.0,57.1,57.1,0.4,3697,0.7363440934567956,42.5607,42.0452,42.0452,43.4443
2020-07-02,5548105,322015422,57.5,58.5,57.0,58.4,1.3,2967,0.7363440934567956,42.3398,43.0025,41.9716,43.0761
2020-07-03,6041659,354730674,59.2,59.8,57.9,58.7,0.3,3239,0.7363440934567956,43.5916,43.2234,42.6343,44.0334
2020-07-06,7512636,450292079,59.9,60.8,59.2,59.9,1.2,4344,0.7363440934567956,44.107,44.107,43.5916,44.7697
2020-07-07,8975599,544370565,61.0,62.0,59.4,60.4,0.5,5154,0.7363440934567956,44.917,44.4752,43.7388,45.6533
2020-07-08,8419492,508509612,59.9,61.4,59.3,61.2,0.8,4554,0.7363440934567956,44.107,45.0643,43.6652,45.2115
2020-07-09,15125242,949242204,62.5,64.4,61.5,62.1,0.9,8409,0.7363440934567956,46.0215,45.727,45.2852,47.4206
2020-07-10,10252807,638744680,62.6,63.3,61.4,61.5,-0.6,5660,0.7363440934567956,46.0951,45.2852,45.2115,46.6106
2020-07-13,5918323,371246881,64.0,64.0,61.9,62.5,1.0,3426,0.7363440934567956,47.126,46.0215,45.5797,47.126
2020-07-14,6796503,412520818,62.3,62.4,59.5,59.5,-3.0,3811,0.7363440934567956,45.8742,43.8125,43.8125,45.9479
2020-07-15,6304392,372236262,60.3,60.7,57.7,58.2,-1.3,3560,0.7363440934567956,44.4015,42.8552,42.4871,44.6961
2020-07-16,5020343,279582894,56.7,57.0,54.7,55.0,0.0,2792,0.7639077760995633,43.3136,42.0149,41.7858,43.5427
2020-07-17,6683664,355108856,55.3,55.7,51.8,52.1,-2.9,3688,0.7639077760995633,42.2441,39.7996,39.5704,42.5497
2020-07-20,4247499,224941443,52.9,53.9,52.0,52.8,0.7,2680,0.7639077760995633,40.4107,40.3343,39.7232,41.1746
2020-07-21,3701305,195824223,53.3,53.4,52.3,53.3,0.5,2056,0.7639077760995633,40.7163,40.7163,39.9524,40.7927
2020-07-22,4143893,220407629,53.1,54.0,52.7,52.7,-0.6,2320,0.7639077760995633,40.5635,40.2579,40.2579,41.251
2020-07-23,2338300,122942400,52.9,53.2,52.0,52.7,0.0,1370,0.7639077760995633,40.4107,40.2579,39.7232,40.6399
2020-07-24,3624619,188193452,52.7,53.2,50.7,51.0,-1.7,2174,0.7639077760995633,40.2579,38.9593,38.7301,40.6399
2020-07-27,3007834,152047884,51.2,51.7,49.7,50.0,-1.0,1731,0.7639077760995633,39.1121,38.1954,37.9662,39.494
2020-07-28,3716040,188859108,50.6,52.0,49.7,50.2,0.2,2170,0.7639077760995633,38.6537,38.3482,37.9662,39.7232
2020-07-29,3004595,153616199,50.2,51.7,50.0,51.6,1.4,1547,0.7639077760995633,38.3482,39.4176,38.1954,39.494
2020-07-30,3421983,179481199,52.3,53.0,51.7,53.0,1.4,1978,0.7639077760995633,39.9524,40.4871,39.494,40.4871
2020-07-31,2247296,118493955,52.9,53.3,52.2,52.8,-0.2,1388,0.7639077760995633,40.4107,40.3343,39.876,40.7163
2020-08-03,3956761,213434521,53.3,54.5,53.0,53.8,1.0,2451,0.7639077760995633,40.7163,41.0982,40.4871,41.633
2020-08-04,2188445,117605995,54.0,54.3,53.4,53.7,-0.1,1384,0.7639077760995633,41.251,41.0218,40.7927,41.4802
2020-08-05,2062469,111247378,54.1,54.4,53.7,53.9,0.2,1150,0.7639077760995633,41.3274,41.1746,41.0218,41.5566
2020-08-06,3419144,183498676,54.4,54.7,52.6,52.7,-1.2,1941,0.7639077760995633,41.5566,40.2579,40.1815,41.7858
2020-08-07,11975456,678738636,56.6,57.8,55.2,56.0,3.3,6737,0.7639077760995633,43.2372,42.7788,42.1677,44.1539
2020-08-10,5180501,289308156,57.0,57.0,54.8,54.8,-1.2,3078,0.7639077760995633,43.5427,41.8621,41.8621,43.5427
2020-08-11,4417325,236629982,54.7,55.0,52.3,53.0,-1.8,2578,0.7639077760995633,41.7858,40.4871,39.9524,42.0149
2020-08-12,2869961,154134647,52.7,54.8,52.6,54.8,1.8,1758,0.7639077760995633,40.2579,41.8621,40.1815,41.8621
2020-08-13,3100119,170063317,54.8,55.7,54.3,54.8,0.0,1839,0.7639077760995633,41.8621,41.8621,41.4802,42.5497
2020-08-14,2133762,117268050,54.8,55.6,54.3,54.7,-0.1,1360,0.7639077760995633,41.8621,41.7858,41.4802,42.4733
2020-08-17,2657957,147096707,55.3,55.9,54.9,55.3,0.6,1637,0.7639077760995633,42.2441,42.2441,41.9385,42.7024
2020-08-18,2581698,143115805,55.6,56.1,55.0,55.4,0.1,1524,0.7639077760995633,42.4733,42.3205,42.0149,42.8552
2020-08-19,3314383,184332812,56.0,56.1,55.0,55.1,-0.3,1996,0.7639077760995633,42.7788,42.0913,42.0149,42.8552
2020-08-20,6121617,317710189,54.5,54.7,50.0,50.9,-4.2,3585,0.7639077760995633,41.633,38.8829,38.1954,41.7858
2020-08-21,2220102,115209374,51.2,52.4,51.2,52.1,1.2,1333,0.7639077760995633,39.1121,39.7996,39.1121,40.0288
2020-08-24,1863347,98089650,52.1,53.3,51.6,52.9,0.8,1092,0.7639077760995633,39.7996,40.4107,39.4176,40.7163
2020-08-25,1658889,88039903,53.0,53.4,52.7,53.1,0.2,944,0.7639077760995633,40.4871,40.5635,40.2579,40.7927
2020-08-26,3066432,166637740,53.5,54.9,53.5,54.4,1.3,2019,0.7639077760995633,40.8691,41.5566,40.8691,41.9385
2020-08-27,2315554,124992316,54.8,55.0,53.3,53.5,-0.9,1459,0.7639077760995633,41.8621,40.8691,40.7163,42.0149
2020-08-28,4004482,218207526,54.1,55.4,53.7,53.8,0.3,2463,0.7639077760995633,41.3274,41.0982,41.0218,42.3205
2020-08-31,1529434,82270135,54.1,54.3,53.4,53.8,0.0,1004,0.7639077760995633,41.3274,41.0982,40.7927,41.4802
2020-09-01,1292789,69078572,53.8,54.1,52.8,53.4,-0.4,848,0.7639077760995633,41.0982,40.7927,40.3343,41.3274
