ex_date,stock_id,stock_name,previous_close,ex_reference_price,opening_reference_price,opening_auction_base,limit_up_price,limit_down_price,cash_dividend,dividend_value,stock_dividend_rate,cash_capital_increase_price,cash_capital_increase_rate,right_or_dividend,deducted_dividend_reference_price,detail_key
2010-07-22,1419,新紡,34.6,34.35,,34.35,36.75,31.95,,0.25,,,,息,34.35,"1419,20100722"
2010-07-22,2108,南帝,21.8,21.0,,21.0,22.45,19.55,,0.8,,,,息,21.0,"2108,20100722"
2010-07-22,2382,廣達,63.4,59.71,,59.7,63.8,55.6,,3.68384,,,,息,59.71,"2382,20100722"
2010-07-22,2430,燦坤,65.9,57.3,,57.3,61.3,53.3,,8.595653,,,,權,57.3,"2430,20100722"
2010-07-22,2431,聯昌,21.5,19.81,,19.8,21.15,18.45,,1.686916,,,,權息,19.81,"2431,20100722"
2010-07-22,2476,鉅祥,25.2,24.2,,24.2,25.85,22.55,,1.0,,,,息,24.2,"2476,20100722"
2010-07-22,2527,宏璟,16.25,15.95,,15.95,17.05,14.85,,0.3,,,,息,15.95,"2527,20100722"
2010-07-22,2901,欣欣,26.0,25.68,,25.7,27.45,23.9,,0.313098,,,,息,25.68,"2901,20100722"
2010-07-22,3023,信邦,24.15,23.15,,23.15,24.75,21.55,,1.0,,,,息,23.15,"3023,20100722"
2010-07-22,3209,全科,35.0,31.99,,32.0,34.2,29.8,,3.000001,,,,權息,31.99,"3209,20100722"
2010-07-22,5522,遠雄,67.6,61.6,,61.6,65.9,57.3,,6.0,,,,息,61.6,"5522,20100722"
2010-07-22,5533,皇鼎,22.0,19.63,,19.65,21.0,18.3,,2.366973,,,,權息,19.63,"5533,20100722"
2010-07-22,9904,寶成,25.95,23.97,,23.95,25.6,22.3,,1.979412,,,,權息,23.97,"9904,20100722"
2010-07-22,9910,豐泰,31.7,28.2,,28.2,30.15,26.25,,3.492453,,,,權息,28.2,"9910,20100722"
2010-07-23,1701,中化,22.35,21.65,,21.65,23.15,20.15,,0.7,,,,息,21.65,"1701,20100723"
2010-07-23,2006,東和鋼鐵,27.6,26.57,,26.55,28.4,24.75,,1.0244,,,,息,26.57,"2006,20100723"
2010-07-23,2031,新光鋼,25.75,25.15,,25.15,26.9,23.4,,0.6,,,,息,25.15,"2031,20100723"
2010-07-23,2365,昆盈,33.15,30.3,,30.3,32.4,28.2,,2.85,,,,息,30.3,"2365,20100723"
2010-07-23,2426,鼎元,24.9,24.58,,24.6,26.3,22.9,,0.315997,,,,息,24.58,"2426,20100723"
2010-07-23,2495,普安,45.15,42.65,,42.65,45.6,39.7,,2.5,,,,息,42.65,"2495,20100723"
2010-07-23,2504,國產,13.9,13.52,,13.5,14.45,12.6,,0.370589,,,,權息,13.52,"2504,20100723"
2010-07-23,2520,冠德,22.65,21.65,,21.65,23.15,20.15,,1.0,,,,息,21.65,"2520,20100723"
2010-07-23,2530,華建,11.8,11.56,,11.55,12.35,10.8,,0.231373,,,,權,11.56,"2530,20100723"
2010-07-23,2546,根基,32.5,29.59,,29.6,31.65,27.55,,2.90118,,,,息,29.59,"2546,20100723"
2010-07-23,2852,第一保,14.2,13.56,,13.55,14.5,12.65,,0.64,,,,息,13.56,"2852,20100723"
2010-07-23,6205,詮欣,30.0,28.5,,28.5,30.45,26.55,,1.5,,,,息,28.5,"6205,20100723"
2010-07-23,9931,欣高,22.0,20.4,,20.4,21.8,19.0,,1.6,,,,息,20.4,"9931,20100723"
2010-07-26,1471,首利,25.95,24.74,,25.25,27.0,23.05,,1.207141,,,,權,25.27,"1471,20100726"
2010-07-26,1611,中電,30.25,29.05,,29.05,31.05,27.05,,1.2,,,,息,29.05,"1611,20100726"
2010-07-26,2002,中鋼,31.8,29.8,,29.8,31.85,27.75,,1.993611,,,,權息,29.8,"2002,20100726"
2010-07-26,2374,佳能,54.0,50.4,,50.4,53.9,46.9,,3.6,,,,息,50.4,"2374,20100726"
2010-07-26,2542,興富發,54.8,49.76,,49.75,53.2,46.3,,5.03771,,,,息,49.76,"2542,20100726"
2010-07-26,2545,皇翔,50.6,48.1,,48.1,51.4,44.75,,2.5,,,,息,48.1,"2545,20100726"
2010-07-26,2904,匯僑,13.65,12.78,,12.8,13.65,11.9,,0.87,,,,息,12.78,"2904,20100726"
2010-07-26,3015,全漢,41.0,37.65,,37.65,40.25,35.05,,3.346188,,,,權息,37.65,"3015,20100726"
2010-07-26,3048,益登,18.35,17.35,,17.35,18.55,16.15,,1.0,,,,息,17.35,"3048,20100726"
2010-07-26,3060,銘異,52.4,50.08,,50.1,53.5,46.6,,2.311145,,,,息,50.08,"3060,20100726"
2010-07-26,3061,璨圓,46.8,46.29,,46.3,49.5,43.05,,0.50689,,,,息,46.29,"3061,20100726"
2010-07-26,3130,一零四,120.5,115.95,,116.0,124.0,108.0,,4.549671,,,,息,115.95,"3130,20100726"
2010-07-26,6176,瑞儀,44.7,41.16,,41.15,44.0,38.3,,3.534952,,,,權息,41.16,"6176,20100726"
2010-07-27,1731,美吾華,17.2,16.53,,16.55,17.65,15.4,,0.663415,,,,權息,16.53,"1731,20100727"
2010-07-27,1734,杏輝,37.0,35.22,,35.2,37.65,32.8,,1.775184,,,,權息,35.22,"1734,20100727"
2010-07-27,2311,日月光,27.6,24.76,,24.75,26.45,23.05,,2.833904,,,,權息,24.76,"2311,20100727"
2010-07-27,2423,固緯,24.2,22.57,,22.55,24.1,21.0,,1.628572,,,,權息,22.57,"2423,20100727"
2010-07-27,6153,嘉聯益,31.05,29.95,,29.95,32.0,27.9,,1.090045,,,,息,29.95,"6153,20100727"
2010-07-27,6196,帆宣,15.6,15.3,,15.3,16.35,14.25,,0.3,,,,息,15.3,"6196,20100727"
2010-07-27,8131,福懋科,41.9,41.0,,41.0,43.85,38.15,,0.9,,,,息,41.0,"8131,20100727"
2010-07-27,9907,統一實,15.0,14.3,,14.3,15.3,13.3,,0.7,,,,息,14.3,"9907,20100727"
2010-07-27,9925,新保,24.05,22.45,,22.45,24.0,20.9,,1.6,,,,息,22.45,"9925,20100727"
2010-07-27,9941,裕融,45.6,42.9,,42.9,45.9,39.9,,2.7,,,,息,42.9,"9941,20100727"
2010-07-28,1704,榮化,40.95,37.95,,37.95,40.6,35.3,,3.0,,,,息,37.95,"1704,20100728"
2010-07-28,2103,台橡,49.45,46.25,,46.25,49.45,43.05,,3.2,,,,息,46.25,"2103,20100728"
2010-07-28,2355,敬鵬,25.05,23.55,,23.55,25.15,21.95,,1.5,,,,息,23.55,"2355,20100728"
2010-07-28,2383,台光電,31.35,29.19,,29.2,31.2,27.15,,2.150538,,,,權息,29.19,"2383,20100728"
2010-07-28,2387,精元,32.15,30.85,,30.85,33.0,28.7,,1.3,,,,息,30.85,"2387,20100728"
2010-07-28,2392,正崴,58.4,55.44,,55.4,59.3,51.6,,2.954455,,,,權息,55.44,"2392,20100728"
2010-07-28,2454,聯發科,483.0,456.08,,456.0,488.0,424.5,,26.910027,,,,權息,456.08,"2454,20100728"
2010-07-28,2498,宏達電,571.0,519.04,,519.0,555.0,483.0,,51.952377,,,,權息,519.04,"2498,20100728"
2010-07-28,2608,嘉里大榮,23.95,23.42,,23.4,25.05,21.8,,0.53,,,,息,23.42,"2608,20100728"
2010-07-28,2851,中再保,17.85,16.35,,16.35,17.45,15.25,,1.5,,,,息,16.35,"2851,20100728"
2010-07-28,3032,偉訓,16.3,15.14,,15.15,16.15,14.1,,1.151485,,,,權息,15.14,"3032,20100728"
2010-07-28,3034,聯詠,90.4,85.4,,85.4,91.3,79.5,,4.999097,,,,息,85.4,"3034,20100728"
2010-07-28,3036,文曄,40.25,38.28,,38.3,40.95,35.65,,1.963655,,,,息,38.28,"3036,20100728"
2010-07-28,3519,綠能,71.2,67.27,,67.3,71.9,62.6,,3.922778,,,,權息,67.27,"3519,20100728"
2010-07-28,6152,百一,33.3,29.74,,29.75,31.8,27.7,,3.555996,,,,權息,29.74,"6152,20100728"
2010-07-28,6257,矽格,26.95,25.75,,25.75,27.55,23.95,,1.199347,,,,息,25.75,"6257,20100728"
2010-07-28,9937,全國,36.45,34.85,,34.85,37.25,32.45,,1.6,,,,息,34.85,"9937,20100728"
2010-07-29,1201,味全,37.05,36.45,,36.45,39.0,33.9,,0.6,,,,息,36.45,"1201,20100729"
2010-07-29,1434,福懋,24.9,24.1,,24.1,25.75,22.45,,0.8,,,,息,24.1,"1434,20100729"
2010-07-29,2201,裕隆,36.4,36.05,,36.05,38.55,33.55,,0.3495,,,,息,36.05,"2201,20100729"
2010-07-29,2204,中華,20.5,20.2,,20.2,21.6,18.8,,0.3,,,,息,20.2,"2204,20100729"
2010-07-29,2208,台船,30.2,27.12,,27.1,29.0,25.25,,3.079777,,,,權息,27.12,"2208,20100729"
2010-07-29,2605,新興,39.0,36.0,,36.0,38.5,33.5,,3.0,,,,息,36.0,"2605,20100729"
2010-07-29,2820,華票,9.57,8.71,,8.71,9.31,8.11,,0.86,,,,息,8.71,"2820,20100729"
2010-07-29,2891,中信金,19.4,18.76,,18.75,20.05,17.45,,0.64,,,,息,18.76,"2891,20100729"
2010-07-29,3231,緯創,56.0,50.72,,50.7,54.2,47.2,,5.27261,,,,權息,50.72,"3231,20100729"
2010-07-29,3607,谷崧,66.6,62.6,,62.6,66.9,58.3,,4.0,,,,息,62.6,"3607,20100729"
2010-07-29,3653,健策,270.5,244.13,,244.0,261.0,227.5,,26.365155,,,,權息,244.13,"3653,20100729"
2010-07-29,6213,聯茂,51.2,49.7,,49.7,53.1,46.25,,1.5,,,,息,49.7,"6213,20100729"
2010-07-30,1612,宏泰,14.15,13.65,,13.65,14.6,12.7,,0.5,,,,息,13.65,"1612,20100730"
2010-07-30,2106,建大,38.75,33.52,,33.5,35.85,31.2,,5.225363,,,,權息,33.52,"2106,20100730"
2010-07-30,2332,友訊,25.8,24.8,,24.8,26.5,23.1,,1.0,,,,息,24.8,"2332,20100730"
2010-07-30,3025,星通,18.9,18.3,,18.3,19.55,17.05,,0.599868,,,,息,18.3,"3025,20100730"
2010-07-30,3561,昇陽光電,90.8,83.98,,84.0,89.8,78.2,,6.818518,,,,權息,83.98,"3561,20100730"
2010-07-30,3573,穎台,189.5,142.92,,143.0,152.5,133.0,,46.576924,,,,權息,142.92,"3573,20100730"
2010-07-30,6112,邁達特,28.25,25.04,,25.05,26.75,23.3,,3.203704,,,,權息,25.04,"6112,20100730"
2010-07-30,6168,宏齊,43.0,41.12,,41.1,43.95,38.25,,1.877414,,,,權息,41.12,"6168,20100730"
2010-08-02,1227,佳格,93.3,79.39,,79.4,84.9,73.9,,13.908695,,,,權息,79.39,"1227,20100802"
2010-08-02,1715,萬洲,19.1,18.78,,18.8,20.05,17.5,,0.31427,,,,息,18.78,"1715,20100802"
2010-08-02,2419,仲琦,20.55,19.35,,19.35,20.7,18.0,,1.192016,,,,權息,19.35,"2419,20100802"
2010-08-02,2473,思源,31.2,30.2,,30.2,32.3,28.1,,1.0,,,,息,30.2,"2473,20100802"
2010-08-02,2499,東貝,60.1,56.32,,56.3,60.2,52.4,,3.777931,,,,權息,56.32,"2499,20100802"
2010-08-02,6005,群益證,14.8,13.56,,13.55,14.5,12.65,,1.239115,,,,權息,13.56,"6005,20100802"
2010-08-02,9938,百和,27.25,25.47,,25.45,27.25,23.7,,1.77381,,,,權息,25.47,"9938,20100802"
2010-08-03,1325,恆大,22.9,22.23,,22.25,23.75,20.7,,0.666991,,,,權,22.23,"1325,20100803"
2010-08-03,1459,聯發,11.1,10.77,,10.75,11.5,10.05,,0.323301,,,,權,10.77,"1459,20100803"
2010-08-03,2889,國票金,10.25,10.05,,10.05,10.75,9.35,,0.2,,,,息,10.05,"2889,20100803"
2010-08-03,3031,佰鴻,40.2,38.91,,38.9,41.6,36.2,,1.289109,,,,權息,38.91,"3031,20100803"
2010-08-03,3037,欣興,56.5,55.1,,55.1,58.9,51.3,,1.4,,,,息,55.1,"3037,20100803"
2010-08-03,3596,智易,67.6,64.02,,64.0,68.5,59.6,,3.579647,,,,權息,64.02,"3596,20100803"
2010-08-03,6192,巨路,56.6,51.04,,51.0,54.6,47.5,,5.552381,,,,權息,51.04,"6192,20100803"
2010-08-03,6251,定穎,28.2,26.2,,26.2,28.0,24.4,,1.997085,,,,息,26.2,"6251,20100803"
2010-08-04,1219,福壽,14.6,14.1,,14.1,15.05,13.15,,0.49372,,,,權,14.1,"1219,20100804"
2010-08-04,1530,亞崴,35.25,34.75,,34.75,37.15,32.35,,0.5,,,,息,34.75,"1530,20100804"
2010-08-04,2105,正新,83.6,65.28,,65.3,69.8,60.8,,18.32,,,,權息,65.28,"2105,20100804"
2010-08-04,2477,美隆電,14.6,14.35,,14.35,15.35,13.35,,0.25,,,,息,14.35,"2477,20100804"
2010-08-04,2481,強茂,30.75,30.68,,30.75,32.9,28.55,,0.061697,,,,權,30.75,"2481,20100804"
2010-08-04,2882,國泰金,52.5,50.0,,50.0,53.5,46.5,,2.5,,,,權,50.0,"2882,20100804"
2010-08-04,2912,統一超,106.5,102.9,,103.0,110.0,95.7,,3.6,,,,息,102.9,"2912,20100804"
2010-08-04,3028,增你強,21.2,20.0,,20.0,21.4,18.6,,1.192712,,,,息,20.0,"3028,20100804"
2010-08-04,3090,日電貿,42.2,34.7,,34.7,37.1,32.3,,7.492403,,,,權息,34.7,"3090,20100804"
2010-08-04,6141,柏承,24.25,23.45,,23.45,25.05,21.85,,0.8,,,,息,23.45,"6141,20100804"
2010-08-04,6201,亞弘電,31.5,29.5,,29.5,31.55,27.45,,2.0,,,,息,29.5,"6201,20100804"
2010-08-04,6285,啟碁,65.3,60.49,,60.5,64.7,56.3,,4.809135,,,,權息,60.49,"6285,20100804"
2010-08-04,6286,立錡,281.5,260.47,,260.5,278.5,242.5,,21.023808,,,,權息,260.47,"6286,20100804"
2010-08-04,9911,櫻花,26.85,25.93,,25.95,27.7,24.15,,0.918628,,,,權息,25.93,"9911,20100804"
2010-08-04,9945,潤泰新,57.5,56.55,,56.6,60.5,52.6,,0.95,,,,息,56.55,"9945,20100804"
2010-08-05,1313,聯成,19.9,18.72,,18.7,20.0,17.45,,1.173768,,,,權息,18.72,"1313,20100805"
2010-08-05,1440,南紡,15.5,14.8,,14.8,15.8,13.8,,0.696079,,,,權息,14.8,"1440,20100805"
2010-08-05,1532,勤美,45.55,34.84,,34.85,37.25,32.45,,10.71,,,,權息,34.84,"1532,20100805"
2010-08-05,2376,技嘉,34.5,32.0,,32.0,34.2,29.8,,2.498153,,,,息,32.0,"2376,20100805"
2010-08-05,2377,微星,18.15,17.65,,17.65,18.85,16.45,,0.499972,,,,息,17.65,"2377,20100805"
2010-08-05,2399,映泰,23.0,21.3,,21.3,22.75,19.85,,1.7,,,,息,21.3,"2399,20100805"
2010-08-05,2437,旺詮,74.3,66.82,,66.8,71.4,62.2,,7.474905,,,,權息,66.82,"2437,20100805"
2010-08-05,2463,研揚,55.3,50.92,,50.9,54.4,47.4,,4.373171,,,,權息,50.92,"2463,20100805"
2010-08-05,2616,山隆,17.85,16.83,,16.85,18.0,15.7,,1.0174,,,,息,16.83,"2616,20100805"
2010-08-05,3055,蔚華科,27.15,25.95,,25.95,27.75,24.15,,1.2,,,,息,25.95,"3055,20100805"
2010-08-05,4119,旭富,73.5,64.47,,64.5,68.9,60.0,,9.021121,,,,權息,64.47,"4119,20100805"
2010-08-05,5434,崇越,41.15,38.87,,38.85,41.55,36.15,,2.277451,,,,權息,38.87,"5434,20100805"
2010-08-05,6117,迎廣,19.95,19.75,,19.75,21.1,18.4,,0.2,,,,息,19.75,"6117,20100805"
2010-08-05,6128,上福,47.75,42.83,,42.85,45.8,39.85,,4.913461,,,,權息,42.83,"6128,20100805"
2010-08-05,6139,亞翔,33.7,32.7,,32.7,34.95,30.45,,1.0,,,,息,32.7,"6139,20100805"
2010-08-06,1583,程泰,34.7,34.2,,34.2,36.55,31.85,,0.5,,,,息,34.2,"1583,20100806"
2010-08-06,1609,大亞,8.87,8.73,,8.73,9.34,8.12,,0.13926,,,,息,8.73,"1609,20100806"
2010-08-06,1907,永豐餘,13.3,12.45,,12.45,13.3,11.6,,0.84902,,,,權息,12.45,"1907,20100806"
2010-08-06,2841,台開,13.7,13.16,,13.15,14.05,12.25,,0.537194,,,,權,13.16,"2841,20100806"
2010-08-06,3008,大立光,613.0,603.0,,603.0,645.0,561.0,,10.0,,,,息,603.0,"3008,20100806"
2010-08-06,3494,誠研,48.2,46.91,,46.9,50.1,43.65,,1.283638,,,,息,46.91,"3494,20100806"
2010-08-06,3617,碩天,81.7,78.5,,78.5,83.9,73.1,,3.2,,,,息,78.5,"3617,20100806"
2010-08-06,5534,長虹,67.5,62.25,,62.3,66.6,57.9,,5.245099,,,,權息,62.25,"5534,20100806"
2010-08-06,6277,宏正,57.0,54.0,,54.0,57.7,50.3,,3.0,,,,息,54.0,"6277,20100806"
2010-08-09,1720,生達,30.3,28.7,,28.7,30.7,26.7,,1.6,,,,息,28.7,"1720,20100809"
2010-08-09,1727,中華化,29.7,29.41,,29.4,31.45,27.4,,0.287871,,,,息,29.41,"1727,20100809"
2010-08-09,2455,全新,63.5,50.43,,50.4,53.9,46.9,,13.068801,,,,權息,50.43,"2455,20100809"
2010-08-09,3047,訊舟,22.55,21.58,,21.6,23.05,20.1,,0.963462,,,,權息,21.58,"3047,20100809"
2010-08-09,4104,佳醫,71.3,69.32,,69.3,74.1,64.5,,1.977901,,,,息,69.32,"4104,20100809"
2010-08-09,5388,中磊,22.5,21.5,,21.5,23.0,20.0,,1.0,,,,息,21.5,"5388,20100809"
2010-08-09,5608,四維航,46.1,42.1,,42.1,45.0,39.2,,4.0,,,,息,42.1,"5608,20100809"
2010-08-09,8926,台汽電,18.7,17.01,,17.0,18.2,15.85,,1.68077,,,,權息,17.01,"8926,20100809"
2010-08-10,1210,大成,34.9,32.09,,32.1,34.3,29.85,,2.804762,,,,權息,32.09,"1210,20100810"
2010-08-10,2397,友通,35.9,33.32,,33.3,35.65,31.0,,2.58,,,,息,33.32,"2397,20100810"
2010-08-10,2509,全坤建,27.0,25.0,,25.0,26.75,23.25,,2.0,,,,息,25.0,"2509,20100810"
2010-08-10,2534,宏盛,18.3,16.36,,16.35,17.5,15.25,,1.936364,,,,權息,16.36,"2534,20100810"
2010-08-10,2617,台航,39.8,37.6,,37.6,40.2,35.0,,2.2,,,,息,37.6,"2617,20100810"
2010-08-10,2915,潤泰全,107.0,105.7,,105.5,113.0,98.4,,1.3,,,,息,105.7,"2915,20100810"
2010-08-10,3189,景碩,67.9,65.6,,65.6,70.1,61.1,,2.3,,,,息,65.6,"3189,20100810"
2010-08-10,3311,閎暉,99.0,93.66,,93.7,100.0,87.2,,5.336633,,,,權息,93.66,"3311,20100810"
2010-08-10,4904,遠傳,45.3,42.5,,42.5,45.45,39.55,,2.8,,,,息,42.5,"4904,20100810"
2010-08-10,5515,建國,18.9,16.31,,16.3,17.45,15.2,,2.584211,,,,權息,16.31,"5515,20100810"
2010-08-10,6202,盛群,47.2,44.7,,44.7,47.8,41.6,,2.495766,,,,息,44.7,"6202,20100810"
2010-08-10,8008,建興電,35.85,34.21,,34.2,36.6,31.85,,1.630777,,,,權息,34.21,"8008,20100810"
2010-08-10,8021,尖點,28.9,27.75,,27.75,29.65,25.85,,1.140505,,,,權息,27.75,"8021,20100810"
2010-08-11,1717,長興,32.5,30.95,,30.95,33.1,28.8,,1.54762,,,,權,30.95,"1717,20100811"
2010-08-11,2324,仁寶,39.6,36.51,,36.5,39.05,34.0,,3.087985,,,,權息,36.51,"2324,20100811"
2010-08-11,2881,富邦金,41.2,37.33,,37.35,39.9,34.75,,3.862717,,,,權息,37.33,"2881,20100811"
2010-08-11,2886,兆豐金,20.45,19.45,,19.45,20.8,18.1,,1.0,,,,息,19.45,"2886,20100811"
2010-08-11,2892,第一金,19.9,18.92,,18.9,20.2,17.6,,0.973171,,,,權息,18.92,"2892,20100811"
2010-08-11,2903,遠百,35.35,33.75,,33.75,36.1,31.4,,1.593903,,,,權息,33.75,"2903,20100811"
2010-08-11,3035,智原,53.5,51.5,,51.5,55.1,47.9,,1.997998,,,,息,51.5,"3035,20100811"
2010-08-11,3501,維熹,62.8,58.13,,58.1,62.1,54.1,,4.662746,,,,權息,58.13,"3501,20100811"
2010-08-11,3533,嘉澤,168.0,164.99,,168.0,179.5,153.5,,3.007387,,,,權,168.0,"3533,20100811"
2010-08-12,1103,嘉泥,15.1,14.6,,14.6,15.6,13.6,,0.492157,,,,權息,14.6,"1103,20100812"
2010-08-12,1216,統一,39.15,34.86,,34.85,37.3,32.45,,4.286364,,,,權息,34.86,"1216,20100812"
2010-08-12,1218,泰山,18.8,17.88,,17.9,19.1,16.65,,0.915385,,,,權息,17.88,"1218,20100812"
2010-08-12,1304,台聚,22.95,19.77,,19.75,21.15,18.4,,3.173215,,,,權息,19.77,"1304,20100812"
2010-08-12,1305,華夏,11.95,11.65,,11.65,12.45,10.85,,0.3,,,,息,11.65,"1305,20100812"
2010-08-12,1308,亞聚,30.45,24.87,,24.85,26.6,23.15,,5.575,,,,權息,24.87,"1308,20100812"
2010-08-12,1528,恩德,16.65,16.1,,16.1,17.2,15.0,,0.547526,,,,權息,16.1,"1528,20100812"
2010-08-12,1722,台肥,95.7,94.3,,94.3,100.5,87.7,,1.4,,,,息,94.3,"1722,20100812"
2010-08-12,1737,臺鹽,20.85,20.25,,20.25,21.65,18.85,,0.6,,,,息,20.25,"1737,20100812"
2010-08-12,2027,大成鋼,23.05,20.67,,20.65,22.1,19.25,,2.37621,,,,權息,20.67,"2027,20100812"
2010-08-12,2301,光寶科,40.45,38.01,,38.0,40.65,35.35,,2.43983,,,,權息,38.01,"2301,20100812"
2010-08-12,2412,中華電,67.7,63.64,,63.6,68.0,59.2,,4.06,,,,息,63.64,"2412,20100812"
2010-08-12,2489,瑞軒,31.9,28.51,,28.5,30.5,26.55,,3.38696,,,,權息,28.51,"2489,20100812"
2010-08-12,2880,華南金,20.45,19.19,,19.2,20.5,17.85,,1.255688,,,,權息,19.19,"2880,20100812"
2010-08-12,2883,凱基金,9.5,8.91,,8.91,9.53,8.29,,0.589109,,,,權息,8.91,"2883,20100812"
2010-08-12,2887,台新新光金,15.2,13.69,,13.7,14.6,12.75,,1.506307,,,,權,13.69,"2887,20100812"
2010-08-12,3022,威強電,39.1,37.14,,37.15,39.7,34.55,,1.959946,,,,息,37.14,"3022,20100812"
2010-08-12,3042,晶技,54.5,51.47,,51.5,55.0,47.9,,3.024078,,,,權息,51.47,"3042,20100812"
2010-08-12,3376,新日興,99.0,89.05,,89.1,95.2,82.9,,9.945865,,,,權息,89.05,"3376,20100812"
2010-08-12,3545,敦泰,50.8,48.91,,48.9,52.3,45.5,,1.881923,,,,息,48.91,"3545,20100812"
2010-08-12,3702,大聯大,73.4,60.51,,60.5,64.7,56.3,,12.886766,,,,權息,60.51,"3702,20100812"
2010-08-12,8016,矽創,52.8,49.8,,49.8,53.2,46.35,,2.994807,,,,權息,49.8,"8016,20100812"
2010-08-12,9914,美利達,53.2,50.2,,50.2,53.7,46.7,,3.0,,,,息,50.2,"9914,20100812"
2010-08-12,9939,宏全,62.7,59.01,,59.0,63.1,54.9,,3.680392,,,,權息,59.01,"9939,20100812"
2010-08-13,1307,三芳,35.7,34.0,,34.0,36.35,31.65,,1.7,,,,權,34.0,"1307,20100813"
2010-08-13,2020,美亞,25.7,22.95,,22.95,24.55,21.35,,2.745455,,,,權息,22.95,"2020,20100813"
2010-08-13,2337,旺宏,20.55,19.06,,19.05,20.35,17.75,,1.485223,,,,息,19.06,"2337,20100813"
2010-08-13,2347,聯強,75.6,66.59,,66.6,71.2,62.0,,9.00934,,,,權息,66.59,"2347,20100813"
2010-08-13,2707,晶華,520.0,472.72,,472.5,505.0,440.0,,47.272728,,,,權,472.72,"2707,20100813"
2010-08-13,2856,元富證,13.15,12.5,,12.5,13.35,11.65,,0.65,,,,息,12.5,"2856,20100813"
2010-08-13,3305,昇貿,54.5,49.52,,49.5,52.9,46.1,,4.971699,,,,權息,49.52,"3305,20100813"
2010-08-13,9921,巨大,118.0,111.98,,113.5,121.0,104.5,,6.019738,,,,權息,113.5,"9921,20100813"
2010-08-16,2461,光群雷,24.2,23.85,,23.85,25.5,22.2,,0.349939,,,,息,23.85,"2461,20100816"
2010-08-16,2524,京城,29.7,27.31,,27.3,29.2,25.4,,2.385186,,,,權息,27.31,"2524,20100816"
2010-08-16,3002,歐格,23.3,21.5,,21.5,23.0,20.0,,1.8,,,,息,21.5,"3002,20100816"
2010-08-16,3058,立德,26.8,25.52,,25.5,27.3,23.75,,1.276191,,,,權,25.52,"3058,20100816"
2010-08-17,2911,麗嬰房,46.15,42.47,,42.45,45.4,39.5,,3.673365,,,,權息,42.47,"2911,20100817"
2010-08-17,3559,全智科,24.7,23.91,,23.9,25.55,22.25,,0.78894,,,,息,23.91,"3559,20100817"
2010-08-17,3588,通嘉,151.0,140.47,,140.5,150.0,131.0,,10.523809,,,,權息,140.47,"3588,20100817"
2010-08-17,6164,華興,26.0,24.64,,24.65,26.35,22.95,,1.355634,,,,權息,24.64,"6164,20100817"
2010-08-17,8374,羅昇,39.7,37.7,,37.7,40.3,35.1,,2.0,,,,息,37.7,"8374,20100817"
2010-08-17,9926,新海,31.95,29.28,,29.3,31.3,27.25,,2.664286,,,,權息,29.28,"9926,20100817"
2010-08-18,1806,冠軍,28.1,26.29,,26.3,28.1,24.45,,1.802645,,,,權息,26.29,"1806,20100818"
2010-08-18,2823,中壽,31.35,27.54,,27.55,29.45,25.65,,3.801671,,,,權,27.54,"2823,20100818"
2010-08-18,4906,正文,45.65,42.87,,42.85,45.85,39.9,,2.778791,,,,權息,42.87,"4906,20100818"
2010-08-18,5531,鄉林,34.05,30.95,,30.95,33.1,28.8,,3.095455,,,,權,30.95,"5531,20100818"
2010-08-18,6131,鈞泰,19.7,18.5,,18.5,19.75,17.25,,1.2,,,,息,18.5,"6131,20100818"
2010-08-18,9188,精熙-DR,11.6,11.43,,11.45,12.2,10.65,,0.165,,,,息,11.43,"9188,20100818"
2010-08-19,1725,元禎,33.8,28.55,,28.55,30.5,26.6,,5.246809,,,,權息,28.55,"1725,20100819"
2010-08-19,2428,興勤,52.9,50.9,,50.9,54.4,47.35,,2.0,,,,息,50.9,"2428,20100819"
2010-08-19,2607,榮運,26.8,26.3,,26.3,28.1,24.5,,0.5,,,,息,26.3,"2607,20100819"
2010-08-19,2855,統一證,18.95,17.43,,17.45,18.65,16.25,,1.517308,,,,權息,17.43,"2855,20100819"
2010-08-19,2884,玉山金,15.0,14.23,,14.25,15.2,13.25,,0.764978,,,,權息,14.23,"2884,20100819"
2010-08-19,3005,神基,20.25,19.06,,19.05,20.35,17.75,,1.1837,,,,息,19.06,"3005,20100819"
2010-08-19,6197,佳必琪,110.5,100.18,,100.0,107.0,93.2,,10.318181,,,,權息,100.18,"6197,20100819"
2010-08-19,6206,飛捷,89.7,81.61,,81.6,87.3,75.9,,8.080952,,,,權息,81.61,"6206,20100819"
2010-08-19,8261,富鼎,36.65,34.61,,34.6,37.0,32.2,,2.037233,,,,權息,34.61,"8261,20100819"
2010-08-19,9933,中鼎,36.0,33.63,,33.65,35.95,31.3,,2.367952,,,,息,33.63,"9933,20100819"
2010-08-20,1537,廣隆,58.3,54.83,,54.8,58.6,51.0,,3.46681,,,,息,54.83,"1537,20100820"
2010-08-20,2059,川湖,169.0,156.19,,156.0,167.0,145.5,,12.809523,,,,權息,156.19,"2059,20100820"
2010-08-20,2403,友尚,63.3,55.19,,55.2,59.0,51.4,,8.104283,,,,權息,55.19,"2403,20100820"
2010-08-20,2845,遠東銀,13.45,12.89,,12.9,13.75,12.0,,0.550203,,,,權息,12.89,"2845,20100820"
