ex_date,stock_id,stock_name,previous_close,ex_reference_price,opening_reference_price,opening_auction_base,limit_up_price,limit_down_price,cash_dividend,dividend_value,stock_dividend_rate,cash_capital_increase_price,cash_capital_increase_rate,right_or_dividend,deducted_dividend_reference_price,detail_key
2003-05-05,1439,雋揚,7.2,6.9,,7.35,0.3,,,0.0,,,,0.3,6.45,6.9
2003-05-06,1717,長興,17.4,16.0,,17.1,1.4,,,0.0,,,,1.4,14.9,16.0
2003-05-20,1520,復盛,43.8,40.8,,43.6,3.0,,,0.0,,,,3.0,38.0,40.8
2003-05-20,9915,億豐,75.0,58.53,,62.5,16.47,,,15.83,,,,0.64,54.5,58.5
2003-05-22,1708,東鹼,5.2,5.05,,5.4,0.15,,,0.0,,,,0.15,4.7,5.05
2003-05-22,1907,永豐餘,10.6,10.4,,11.1,0.2,,,0.0,,,,0.2,9.7,10.4
2003-05-22,9102,東亞科,27.2,21.7,,23.2,5.5,,,4.35,,,,1.15,20.2,21.7
2003-05-29,2808,北商銀,15.5,15.3,,16.3,0.2,,,0.0,,,,0.2,14.25,15.3
2003-06-02,1451,年興,37.0,34.8,,37.2,2.2,,,0.0,,,,2.2,32.4,34.8
2003-06-02,1520,復盛,45.0,41.99,,44.9,3.01,,,3.01,,,,0.0,39.1,42.0
2003-06-02,2031,新光鋼,28.5,27.5,,29.4,1.0,,,0.0,,,,1.0,25.6,27.5
2003-06-02,3015,全漢,57.0,48.85,,52.0,8.15,,,6.65,,,,1.5,45.5,48.9
2003-06-05,3009,奇美電,24.9,23.75,,26.6,1.15,,,1.15,,,,0.0,22.1,24.9
2003-06-06,1612,宏泰,10.2,9.48,,10.1,0.71302,,,0.0,,,,0.71302,8.85,9.5
2003-06-09,2345,智邦,30.5,26.46,,28.3,4.0461,,,3.01,,,,1.0361,24.7,26.5
2003-06-10,1731,美吾華,15.7,14.7,,15.7,1.0,,,0.0,,,,1.0,13.7,14.7
2003-06-10,2430,燦坤,44.4,42.4,,45.3,2.0,,,0.0,,,,2.0,39.5,42.4
2003-06-10,2833,台壽保,33.4,31.4,,33.5,2.0,,,0.0,,,,2.0,29.3,31.4
2003-06-10,3049,精金,20.0,15.91,,17.0,4.09,,,4.09,,,,0.0,14.8,15.9
2003-06-10,9926,新海,12.25,11.65,,12.45,0.6,,,0.0,,,,0.6,10.85,11.65
2003-06-12,1301,台塑,47.0,45.8,,49.0,1.2,,,0.0,,,,1.2,42.6,45.8
2003-06-12,1423,利華,7.9,7.4,,7.9,0.5,,,0.0,,,,0.5,6.9,7.4
2003-06-13,1905,華紙,14.2,14.08,,15.0,0.12,,,0.0,,,,0.12,13.1,14.1
2003-06-13,2906,高林,10.15,9.32,,9.95,0.83,,,0.0,,,,0.83,8.7,9.3
2003-06-17,2315,神達,12.95,12.75,,13.6,0.2,,,0.0,,,,0.2,11.9,12.75
2003-06-18,3009,奇美電,26.9,23.91,,25.5,2.99,,,2.99,,,,0.0,22.3,23.9
2003-06-19,1323,永裕,11.5,11.0,,11.75,0.5,,,0.0,,,,0.5,10.25,11.0
2003-06-19,1326,台化,40.7,39.1,,41.8,1.6,,,0.0,,,,1.6,36.4,39.1
2003-06-19,1540,喬福,13.3,12.5,,13.35,0.8,,,0.0,,,,0.8,11.65,12.5
2003-06-19,1614,三洋電,13.6,12.7,,13.55,0.9,,,0.0,,,,0.9,11.85,12.7
2003-06-19,2343,精業,24.1,21.61,,23.1,2.49,,,2.29,,,,0.2,20.1,21.6
2003-06-19,2411,飛瑞,33.4,31.5,,33.7,1.9,,,0.0,,,,1.9,29.3,31.5
2003-06-19,2482,連宇,24.2,22.74,,24.3,1.46,,,0.66,,,,0.8,21.2,22.7
2003-06-19,2523,德寶,10.9,9.9,,10.55,1.0,,,0.0,,,,1.0,9.25,9.9
2003-06-19,2851,中再保,13.1,12.0,,13.05,1.1,,,0.2,,,,0.9,11.2,12.2
2003-06-19,2852,第一保,10.2,9.6,,10.25,0.6,,,0.0,,,,0.6,8.95,9.6
2003-06-20,1110,東泥,7.3,6.8,,7.25,0.5,,,0.0,,,,0.5,6.35,6.8
2003-06-20,1473,台南,44.0,41.0,,43.8,3.0,,,0.0,,,,3.0,38.2,41.0
2003-06-20,2308,台達電,49.0,44.22,,47.3,4.78,,,2.78,,,,2.0,41.2,44.2
2003-06-20,2832,台產,12.3,11.8,,12.6,0.5,,,0.0,,,,0.5,11.0,11.8
2003-06-23,1474,弘裕,13.9,13.29,,14.85,0.61,,,0.61,,,,0.0,12.4,13.9
2003-06-23,1909,榮成,5.5,5.3,,5.65,0.2,,,0.0,,,,0.2,4.93,5.3
2003-06-23,2352,佳世達,45.8,36.26,,38.7,9.54,,,8.04,,,,1.5,33.8,36.3
2003-06-23,3001,協和,13.75,12.46,,13.3,1.29,,,1.29,,,,0.0,11.6,12.45
2003-06-24,3018,隆銘綠能,16.3,14.9,,15.9,1.4,,,0.0,,,,1.4,13.9,14.9
2003-06-24,9908,大台北,10.0,9.55,,10.2,0.446,,,0.0,,,,0.446,8.9,9.55
2003-06-25,1503,士電,17.5,17.0,,18.1,0.5,,,0.0,,,,0.5,15.9,17.0
2003-06-25,1907,永豐餘,11.6,11.26,,12.0,0.34,,,0.34,,,,0.0,10.5,11.25
2003-06-25,2332,友訊,33.0,31.08,,33.2,1.92,,,0.42,,,,1.5,29.0,31.1
2003-06-26,1303,南亞,39.0,37.8,,40.4,1.2,,,0.0,,,,1.2,35.2,37.8
2003-06-26,1440,南紡,7.4,7.2,,7.7,0.2,,,0.0,,,,0.2,6.7,7.2
2003-06-26,2312,金寶,19.5,17.23,,18.4,2.27,,,1.77,,,,0.5,16.1,17.2
2003-06-26,3048,益登,84.5,60.46,,64.5,24.04,,,21.14,,,,2.9,56.5,60.5
2003-06-26,9930,中聯資源,13.55,12.55,,13.4,1.0,,,0.0,,,,1.0,11.7,12.55
2003-06-26,9941,裕融,29.7,27.7,,29.6,2.0,,,0.0,,,,2.0,25.8,27.7
2003-06-27,1109,信大,8.8,8.3,,8.85,0.5,,,0.0,,,,0.5,7.75,8.3
2003-06-27,1219,福壽,5.2,5.08,,5.4,0.12,,,0.0,,,,0.12,4.73,5.1
2003-06-27,1713,國化,8.4,8.0,,8.55,0.4,,,0.0,,,,0.4,7.45,8.0
2003-06-27,9910,豐泰,28.1,25.9,,27.7,2.2,,,0.0,,,,2.2,24.1,25.9
2003-06-27,9924,福興,22.8,21.44,,22.9,1.35765,,,0.0,,,,1.35765,20.0,21.4
2003-06-30,1507,永大,19.3,18.5,,19.7,0.8,,,0.0,,,,0.8,17.3,18.5
2003-06-30,1904,正隆,9.25,8.95,,9.55,0.3,,,0.0,,,,0.3,8.35,8.95
2003-06-30,2548,華固,6.4,5.9,,6.3,0.5,,,0.0,,,,0.5,5.5,5.9
2003-06-30,3027,盛達,28.0,22.98,,24.5,5.02,,,4.32,,,,0.7,21.4,23.0
2003-07-01,1301,台塑,48.2,45.47,,48.6,2.73,,,2.73,,,,0.0,42.3,45.5
2003-07-01,1472,三洋實業,19.5,18.23,,20.8,1.27,,,1.27,,,,0.0,17.0,19.5
2003-07-01,1476,儒鴻,12.05,11.17,,11.95,0.88,,,0.0,,,,0.88,10.4,11.15
2003-07-01,1510,台安,8.9,8.7,,9.3,0.2,,,0.0,,,,0.2,8.1,8.7
2003-07-01,1711,永光,10.6,10.1,,10.8,0.5,,,0.0,,,,0.5,9.4,10.1
2003-07-02,1468,昶和,12.9,12.75,,13.6,0.15,,,0.0,,,,0.15,11.9,12.75
2003-07-02,1473,台南,42.5,42.36,,45.3,0.14,,,0.14,,,,0.0,39.4,42.4
2003-07-02,2338,光罩,19.3,18.28,,19.5,1.019535,,,0.0,,,,1.019535,17.1,18.3
2003-07-02,2409,友達,25.6,23.76,,25.4,1.84,,,1.34,,,,0.5,22.1,23.8
2003-07-02,3005,神基,21.4,18.32,,19.6,3.08,,,2.08,,,,1.0,17.1,18.3
2003-07-03,1434,福懋,14.35,13.65,,14.6,0.7,,,0.0,,,,0.7,12.7,13.65
2003-07-03,1504,東元,10.6,10.1,,10.8,0.5,,,0.0,,,,0.5,9.4,10.1
2003-07-03,1530,亞崴,27.5,26.74,,28.6,0.76,,,0.0,,,,0.76,24.9,26.7
2003-07-03,2882,國泰金,44.2,42.7,,45.6,1.5,,,0.0,,,,1.5,39.8,42.7
2003-07-03,2891,中信金,28.4,27.4,,29.3,1.0,,,0.0,,,,1.0,25.5,27.4
2003-07-03,3023,信邦,36.0,31.14,,33.3,4.86,,,3.36,,,,1.5,29.0,31.1
2003-07-03,9911,櫻花,9.45,8.59,,9.15,0.86,,,0.86,,,,0.0,8.0,8.6
2003-07-03,9921,巨大,40.1,38.1,,40.7,2.0,,,0.0,,,,2.0,35.5,38.1
2003-07-04,1307,三芳,27.0,24.54,,26.2,2.46,,,2.46,,,,0.0,22.9,24.5
2003-07-04,2423,固緯,18.4,17.4,,18.6,1.0,,,0.0,,,,1.0,16.2,17.4
2003-07-07,1311,福聚,29.6,28.5,,30.4,1.1,,,0.0,,,,1.1,26.6,28.5
2003-07-07,2207,和泰車,29.3,27.5,,29.4,1.8,,,0.0,,,,1.8,25.6,27.5
2003-07-07,2330,台積電,62.0,57.04,,61.0,4.96,,,4.96,,,,0.0,53.5,57.0
2003-07-07,2401,凌陽,47.6,40.92,,43.7,6.68,,,4.68,,,,2.0,38.1,40.9
2003-07-07,2417,圓剛,39.5,34.79,,37.2,4.712,,,3.92,,,,0.792,32.4,34.8
2003-07-07,2855,統一證,14.0,13.5,,14.4,0.5,,,0.0,,,,0.5,12.6,13.5
2003-07-08,1535,中宇,8.8,8.5,,9.05,0.3,,,0.0,,,,0.3,7.95,8.5
2003-07-08,1716,永信,26.2,24.7,,26.4,1.5,,,0.0,,,,1.5,23.0,24.7
2003-07-08,2010,春源,18.6,17.1,,18.2,1.5,,,0.0,,,,1.5,16.0,17.1
2003-07-08,2032,新鋼,23.0,22.0,,23.5,1.0,,,0.0,,,,1.0,20.5,22.0
2003-07-08,2034,允強,21.0,19.09,,20.4,1.91,,,1.91,,,,0.0,17.8,19.1
2003-07-08,2374,佳能,36.9,35.16,,37.6,1.74,,,0.84,,,,0.9,32.7,35.2
2003-07-08,2385,群光,69.0,56.58,,60.5,12.42,,,10.82,,,,1.6,53.0,56.5
2003-07-08,2836,高雄銀,16.4,15.9,,17.0,0.5,,,0.0,,,,0.5,14.8,15.9
2003-07-08,9937,全國,28.1,26.5,,28.3,1.6,,,0.0,,,,1.6,24.7,26.5
2003-07-09,1525,江申,33.9,30.11,,32.2,3.79,,,3.29,,,,0.5,28.1,30.1
2003-07-09,1730,花仙子,12.5,12.0,,12.8,0.5,,,0.0,,,,0.5,11.2,12.0
2003-07-09,2015,豐興,24.9,23.43,,25.0,1.47,,,0.47,,,,1.0,21.8,23.4
2003-07-09,2029,盛餘,47.5,45.2,,48.3,2.3,,,0.0,,,,2.3,42.1,45.2
2003-07-09,2408,南亞科,30.0,29.07,,31.1,0.93,,,0.93,,,,0.0,27.1,29.1
2003-07-09,2416,世平,38.2,32.28,,34.5,5.92,,,5.47,,,,0.45,30.1,32.3
2003-07-09,2483,百容,25.4,24.4,,26.1,1.0,,,0.0,,,,1.0,22.7,24.4
2003-07-09,2905,三商,9.75,9.65,,10.3,0.1,,,0.0,,,,0.1,9.0,9.65
2003-07-09,2910,統領,21.8,21.5,,23.0,0.3,,,0.0,,,,0.3,20.0,21.5
2003-07-09,9933,中鼎,22.8,21.8,,23.3,1.0,,,0.0,,,,1.0,20.3,21.8
2003-07-10,1323,永裕,11.25,10.92,,11.65,0.33,,,0.33,,,,0.0,10.2,10.9
2003-07-10,1734,杏輝,17.0,15.9,,17.0,1.1,,,0.8,,,,0.3,14.8,15.9
2003-07-10,2380,虹光,29.4,27.85,,29.7,1.5551,,,0.52,,,,1.0351,26.0,27.9
2003-07-10,2403,友尚,46.1,40.35,,43.1,5.754643,,,4.65,,,,1.104643,37.6,40.4
2003-07-10,2473,思源,86.0,65.17,,69.5,20.83,,,19.43,,,,1.4,61.0,65.0
2003-07-10,3051,力特,70.0,59.26,,63.0,10.74,,,10.14,,,,0.6,55.5,59.5
2003-07-10,3054,立萬利,67.0,49.08,,52.5,17.92,,,16.92,,,,1.0,45.7,49.1
2003-07-10,9103,美德醫療-DR,20.0,19.58,,20.9,0.414,,,0.0,,,,0.414,18.3,19.6
2003-07-10,9919,康那香,13.0,12.21,,13.05,0.79,,,0.44,,,,0.35,11.4,12.2
2003-07-10,9940,信義,51.5,42.84,,45.8,8.66,,,6.43,,,,2.23,39.9,42.8
2003-07-11,1609,大亞,10.1,9.3,,9.95,0.8,,,0.0,,,,0.8,8.65,9.3
2003-07-11,2023,燁輝,31.3,30.7,,32.8,0.6,,,0.0,,,,0.6,28.6,30.7
2003-07-11,2360,致茂,23.0,20.75,,22.2,2.25402,,,1.55,,,,0.70402,19.3,20.8
2003-07-11,2382,廣達,88.5,77.68,,83.0,10.82,,,8.82,,,,2.0,72.5,77.5
2003-07-11,2427,三商電,17.3,15.66,,16.7,1.64,,,1.64,,,,0.0,14.6,15.7
2003-07-11,2458,義隆,29.2,28.0,,29.9,1.2,,,0.0,,,,1.2,26.1,28.0
2003-07-14,1459,聯發,9.25,8.78,,9.35,0.47,,,0.27,,,,0.2,8.2,8.8
2003-07-14,1710,東聯,36.7,33.39,,35.7,3.31,,,2.71,,,,0.6,31.1,33.4
2003-07-14,1802,台玻,23.3,21.49,,22.9,1.81,,,1.51,,,,0.3,20.0,21.5
2003-07-14,2411,飛瑞,30.1,29.95,,32.0,0.15,,,0.15,,,,0.0,27.9,30.0
2003-07-14,9905,大華,15.7,14.7,,15.7,1.0,,,0.0,,,,1.0,13.7,14.7
2003-07-15,1232,大統益,21.4,19.6,,20.9,1.8,,,0.0,,,,1.8,18.3,19.6
2003-07-15,1236,宏亞,14.1,12.85,,13.7,1.25,,,0.65,,,,0.6,12.0,12.85
2003-07-15,1308,亞聚,19.3,18.5,,19.7,0.8,,,0.0,,,,0.8,17.3,18.5
2003-07-15,1727,中華化,9.45,9.25,,9.85,0.2,,,0.0,,,,0.2,8.65,9.25
2003-07-15,2020,美亞,19.5,17.9,,19.1,1.6,,,0.0,,,,1.6,16.7,17.9
2003-07-15,2303,聯電,26.5,25.42,,27.1,1.08,,,1.08,,,,0.0,23.7,25.4
2003-07-15,2347,聯強,58.5,51.26,,54.5,7.24,,,5.74,,,,1.5,47.7,51.5
2003-07-15,2356,英業達,24.5,21.77,,23.2,2.73,,,2.23,,,,0.5,20.3,21.8
2003-07-15,2478,大毅,35.9,32.0,,34.2,3.9,,,3.4,,,,0.5,29.8,32.0
2003-07-16,1315,達新,9.9,9.4,,10.05,0.5,,,0.0,,,,0.5,8.75,9.4
2003-07-16,1536,和大,21.7,20.05,,21.4,1.65,,,1.65,,,,0.0,18.7,20.1
2003-07-16,2031,新光鋼,38.9,34.46,,36.8,4.44,,,4.44,,,,0.0,32.1,34.5
2003-07-16,2392,正崴,77.0,66.88,,71.5,10.12,,,8.62,,,,1.5,62.5,67.0
2003-07-16,2405,輔信,64.0,53.97,,57.5,10.03,,,10.03,,,,0.0,50.5,54.0
2003-07-16,2465,麗臺,16.8,15.23,,16.2,1.57,,,1.57,,,,0.0,14.2,15.2
2003-07-16,3060,銘異,59.0,52.12,,55.5,6.88,,,5.68,,,,1.2,48.5,52.0
2003-07-17,1233,天仁,16.8,15.63,,16.7,1.17,,,0.47,,,,0.7,14.55,15.6
2003-07-17,1234,黑松,10.3,9.9,,10.55,0.4,,,0.0,,,,0.4,9.25,9.9
2003-07-17,1326,台化,40.8,37.77,,40.4,3.03,,,3.03,,,,0.0,35.2,37.8
2003-07-17,1723,中碳,42.2,38.79,,41.5,3.41,,,1.01,,,,2.4,36.1,38.8
2003-07-17,1724,台硝,10.3,9.53,,10.15,0.7701,,,0.69,,,,0.0801,8.9,9.55
2003-07-17,1733,五鼎,38.3,32.73,,35.0,5.57,,,4.95,,,,0.62,30.5,32.7
2003-07-17,2105,正新,45.7,41.52,,44.4,4.18,,,3.33,,,,0.85,38.7,41.5
2003-07-17,2108,南帝,13.75,12.52,,13.35,1.23,,,0.63,,,,0.6,11.65,12.5
2003-07-17,2366,亞旭,26.9,23.39,,25.0,3.51,,,2.01,,,,1.5,21.8,23.4
2003-07-17,2469,力信,27.9,23.33,,24.9,4.5753,,,3.78,,,,0.7953,21.7,23.3
2003-07-17,3003,健和興,46.1,40.62,,43.4,5.482,,,4.28,,,,1.202,37.8,40.6
2003-07-17,3017,奇鋐,34.9,30.76,,32.9,4.14,,,2.14,,,,2.0,28.7,30.8
2003-07-17,3019,亞光,232.0,187.8,,200.0,44.2,,,41.2,,,,3.0,175.0,188.0
2003-07-17,3040,遠見,28.0,24.69,,26.4,3.31,,,2.11,,,,1.2,23.0,24.7
2003-07-17,9914,美利達,14.3,14.02,,15.0,0.279,,,0.0,,,,0.279,13.05,14.0
2003-07-17,9918,欣天然,15.0,14.0,,14.95,1.0,,,0.0,,,,1.0,13.05,14.0
2003-07-18,1527,鑽全,67.0,63.4,,67.5,3.6,,,0.6,,,,3.0,59.0,63.5
2003-07-18,1722,台肥,19.1,18.1,,19.3,1.0,,,0.0,,,,1.0,16.9,18.1
2003-07-18,2402,毅嘉,57.0,46.88,,50.0,10.12,,,10.12,,,,0.0,43.6,46.9
2003-07-18,2404,漢唐,34.5,31.24,,33.4,3.26,,,1.76,,,,1.5,29.1,31.2
2003-07-18,2421,建準,19.9,18.14,,19.4,1.7608,,,1.66,,,,0.1008,16.9,18.1
2003-07-18,2459,敦吉,52.5,45.83,,49.0,6.672,,,4.97,,,,1.702,42.7,45.8
2003-07-18,2476,鉅祥,25.2,23.38,,25.0,1.827705,,,1.32,,,,0.507705,21.8,23.4
2003-07-18,2497,怡利電,27.1,24.36,,26.0,2.74,,,2.54,,,,0.2,22.7,24.4
2003-07-18,2606,裕民,16.4,15.9,,17.0,0.5,,,0.0,,,,0.5,14.8,15.9
2003-07-21,2477,美隆電,69.0,49.9,,53.0,19.1,,,18.1,,,,1.0,46.5,49.9
2003-07-21,9931,欣高,8.25,7.95,,8.5,0.3,,,0.0,,,,0.3,7.4,7.95
2003-07-22,1313,聯成,15.5,15.0,,16.0,0.5,,,0.3,,,,0.2,13.95,15.0
2003-07-22,1460,宏遠,6.05,5.9,,6.3,0.15,,,0.0,,,,0.15,5.5,5.9
2003-07-22,1467,南緯,13.25,12.61,,14.15,0.64,,,0.64,,,,0.0,11.75,13.25
2003-07-22,2379,瑞昱,73.5,58.33,,62.0,15.17,,,13.42,,,,1.75,54.5,58.5
2003-07-22,2610,華航,14.6,13.25,,14.15,1.35,,,1.35,,,,0.0,12.35,13.25
2003-07-22,2617,台航,19.7,17.5,,18.7,2.2,,,1.4,,,,0.8,16.3,17.5
2003-07-22,2881,富邦金,26.6,25.4,,27.1,1.1979,,,0.0,,,,1.1979,23.7,25.4
2003-07-22,3028,增你強,31.4,28.2,,30.1,3.2,,,2.5,,,,0.7,26.3,28.2
2003-07-22,3041,揚智,46.5,38.79,,41.5,7.7178,,,7.22,,,,0.4978,36.1,38.8
2003-07-22,3055,蔚華科,25.5,22.55,,24.1,2.95,,,1.35,,,,1.6,21.0,22.6
2003-07-23,1210,大成,9.05,8.55,,9.1,0.5,,,0.0,,,,0.5,8.0,8.55
2003-07-23,1541,錩泰,26.4,23.05,,24.6,3.35,,,2.5,,,,0.85,21.5,23.1
2003-07-23,1617,榮星,16.2,15.2,,16.2,1.0,,,0.0,,,,1.0,14.15,15.2
2003-07-23,2331,精英,50.5,37.43,,40.0,13.07,,,12.07,,,,1.0,34.9,37.4
2003-07-23,2439,美律,49.0,47.0,,50.0,2.0,,,1.0,,,,1.0,43.8,47.0
2003-07-23,2457,飛宏,23.4,19.97,,21.3,3.43,,,2.63,,,,0.8,18.6,20.0
2003-07-23,2852,第一保,9.8,9.28,,9.9,0.52,,,0.52,,,,0.0,8.65,9.3
2003-07-23,3031,佰鴻,41.5,35.9,,38.4,5.6,,,4.8,,,,0.8,33.4,35.9
2003-07-23,3044,健鼎,32.5,29.31,,31.3,3.19,,,2.19,,,,1.0,27.3,29.3
2003-07-23,6128,上福,38.8,33.72,,36.0,5.08,,,3.48,,,,1.6,31.4,33.7
2003-07-24,1513,中興電,11.0,10.37,,11.05,0.63,,,0.0,,,,0.63,9.65,10.35
2003-07-24,1539,巨庭,16.4,15.8,,16.9,0.6,,,0.0,,,,0.6,14.7,15.8
2003-07-24,2002,中鋼,27.1,25.24,,27.0,1.86,,,0.46,,,,1.4,23.5,25.2
2003-07-24,2106,建大,32.9,30.18,,32.2,2.72,,,2.12,,,,0.6,28.1,30.2
2003-07-24,2201,裕隆,40.5,39.0,,41.7,1.5,,,0.0,,,,1.5,36.3,39.0
2003-07-24,2204,中華,66.0,60.73,,64.5,5.27,,,1.52,,,,3.75,56.5,60.5
2003-07-24,2301,光寶科,41.3,34.0,,36.3,7.3,,,5.9,,,,1.4,31.7,34.0
2003-07-24,2428,興勤,24.8,22.74,,24.3,2.06,,,1.46,,,,0.6,21.2,22.7
2003-07-24,2468,華經,12.65,11.81,,12.6,0.84,,,0.84,,,,0.0,11.0,11.8
2003-07-24,2470,品佳,29.9,27.36,,29.2,2.54,,,1.94,,,,0.6,25.5,27.4
2003-07-24,2486,一詮,23.2,22.13,,23.6,1.07,,,1.07,,,,0.0,20.6,22.1
2003-07-24,2887,台新新光金,17.7,16.7,,17.8,1.0,,,0.0,,,,1.0,15.6,16.7
2003-07-24,2890,永豐金,12.4,11.75,,12.55,0.65,,,0.0,,,,0.65,10.95,11.75
2003-07-24,3013,晟銘電,22.8,19.16,,20.5,3.6429,,,3.12,,,,0.5229,17.9,19.2
2003-07-24,3057,喬鼎,74.0,58.69,,62.5,15.31,,,13.56,,,,1.75,55.0,58.5
2003-07-25,2384,勝華,30.1,26.69,,28.5,3.41,,,3.21,,,,0.2,24.9,26.7
2003-07-25,3020,奇普仕,43.9,38.24,,40.9,5.66067,,,4.65,,,,1.01067,35.6,38.2
2003-07-25,3021,鴻名,17.7,16.82,,17.9,0.88,,,0.88,,,,0.0,15.7,16.8
2003-07-25,9917,中保科,29.9,27.21,,29.1,2.69,,,1.09,,,,1.6,25.4,27.2
2003-07-28,1231,聯華食,11.0,10.5,,11.2,0.5,,,0.0,,,,0.5,9.8,10.5
2003-07-28,1702,南僑,6.15,6.0,,6.4,0.15,,,0.15,,,,0.0,5.6,6.0
2003-07-28,1715,萬洲,6.6,6.44,,6.85,0.152666,,,0.0,,,,0.152666,6.0,6.45
2003-07-28,2029,盛餘,46.5,46.03,,49.2,0.47,,,0.47,,,,0.0,42.9,46.0
2003-07-28,2436,偉詮電,30.0,25.95,,27.7,4.05,,,3.45,,,,0.6,24.2,26.0
2003-07-28,2495,普安,128.5,111.26,,119.0,17.24,,,16.24,,,,1.0,103.5,111.5
2003-07-28,3008,大立光,253.0,221.28,,236.0,31.72,,,26.72,,,,5.0,206.0,221.0
2003-07-28,3059,華晶科,97.0,78.22,,83.5,18.78,,,17.78,,,,1.0,73.0,78.0
2003-07-29,1455,集盛,11.05,10.24,,10.95,0.81,,,0.41,,,,0.4,9.55,10.25
2003-07-29,1538,正峰,42.3,41.13,,44.0,1.17,,,0.97,,,,0.2,38.3,41.1
2003-07-29,1726,永記,40.5,37.59,,40.2,2.91,,,0.91,,,,2.0,35.0,37.6
2003-07-29,2324,仁寶,60.5,51.23,,54.5,9.27,,,8.27,,,,1.0,47.7,51.0
2003-07-29,3038,全台,40.5,36.57,,39.1,3.93,,,3.68,,,,0.25,34.1,36.6
2003-07-29,3047,訊舟,18.0,16.3,,17.4,1.7,,,1.7,,,,0.0,15.2,16.3
2003-07-30,1235,興泰,22.1,20.09,,21.4,2.01,,,1.01,,,,1.0,18.7,20.1
2003-07-30,1311,福聚,30.6,29.7,,31.7,0.9,,,0.9,,,,0.0,27.7,29.7
2003-07-30,1608,華榮,7.25,6.71,,7.15,0.54,,,0.04,,,,0.5,6.25,6.7
2003-07-30,2355,敬鵬,26.9,23.42,,25.0,3.48,,,2.48,,,,1.0,21.8,23.4
2003-07-30,2386,國電,112.0,95.04,,101.5,16.96,,,12.96,,,,4.0,88.5,95.0
2003-07-30,2412,中華電,52.5,48.5,,51.5,4.0,,,0.0,,,,4.0,45.2,48.5
2003-07-30,2431,聯昌,15.0,13.85,,14.8,1.1523,,,0.3,,,,0.8523,12.9,13.85
2003-07-30,2456,奇力新,18.0,17.2,,18.4,0.8,,,0.0,,,,0.8,16.0,17.2
2003-07-30,3002,歐格,27.1,24.58,,26.3,2.52,,,2.52,,,,0.0,22.9,24.6
2003-07-30,3007,綠點,82.0,71.88,,76.5,10.12,,,9.32,,,,0.8,67.0,72.0
2003-07-30,3014,聯陽,27.1,23.97,,25.6,3.1318,,,2.62,,,,0.5118,22.3,24.0
2003-07-31,1303,南亞,40.6,38.3,,40.9,2.3,,,2.3,,,,0.0,35.7,38.3
2003-07-31,1521,大億,35.1,33.6,,35.9,1.5,,,0.0,,,,1.5,31.3,33.6
2003-07-31,1712,興農,7.05,6.85,,7.3,0.2,,,0.0,,,,0.2,6.4,6.85
2003-07-31,2375,凱美,12.65,12.02,,12.85,0.63,,,0.03,,,,0.6,11.2,12.0
2003-07-31,2394,普立爾,56.0,49.14,,52.5,6.86,,,5.86,,,,1.0,45.8,49.1
2003-07-31,2418,雅新,49.4,37.53,,40.1,11.87119,,,11.36,,,,0.51119,35.0,37.5
2003-07-31,2480,敦陽科,36.4,31.81,,34.0,4.59,,,3.59,,,,1.0,29.6,31.8
2003-07-31,2485,兆赫,41.0,37.99,,40.6,3.01,,,2.61,,,,0.4,35.4,38.0
2003-07-31,2488,漢平,27.7,24.89,,26.6,2.81,,,0.31,,,,2.5,23.2,24.9
2003-07-31,2612,中航,7.6,7.5,,8.0,0.1,,,0.0,,,,0.1,7.0,7.5
2003-07-31,3033,威健,25.7,22.26,,23.8,3.44,,,2.44,,,,1.0,20.8,22.3
2003-07-31,3046,建碁,41.5,35.63,,38.1,5.8739,,,4.34,,,,1.5339,33.2,35.6
2003-07-31,3056,富華新,21.5,20.38,,21.8,1.12,,,1.12,,,,0.0,19.0,20.4
2003-07-31,9904,寶成,41.1,35.2,,37.6,5.9,,,5.4,,,,0.5,32.8,35.2
2003-08-01,2357,華碩,112.0,97.16,,103.5,14.84,,,13.59,,,,1.25,90.5,97.0
2003-08-01,2395,研華,57.5,48.24,,51.5,9.26617,,,7.8,,,,1.46617,44.9,48.2
2003-08-01,2463,研揚,23.9,22.95,,24.5,0.95,,,0.65,,,,0.3,21.4,23.0
2003-08-01,2616,山隆,14.15,13.65,,14.6,0.5,,,0.0,,,,0.5,12.7,13.65
2003-08-04,1319,東陽,50.5,48.1,,51.0,2.4,,,1.45,,,,0.95,44.8,48.1
2003-08-04,1523,開億,35.9,34.45,,36.8,1.45,,,0.35,,,,1.1,32.1,34.5
2003-08-04,2362,藍天,14.6,14.15,,15.1,0.45,,,0.45,,,,0.0,13.2,14.15
2003-08-04,2365,昆盈,40.8,38.11,,40.7,2.6977,,,0.78,,,,1.9177,35.5,38.1
2003-08-04,2460,建通,43.6,37.05,,39.6,6.55,,,6.15,,,,0.4,34.5,37.1
2003-08-04,2611,志信,7.35,6.85,,7.3,0.5,,,0.0,,,,0.5,6.4,6.85
2003-08-04,2886,兆豐金,16.5,15.48,,16.5,1.02,,,0.62,,,,0.4,14.4,15.5
2003-08-04,3010,華立,63.5,54.93,,58.5,8.57,,,6.57,,,,2.0,51.5,55.0
2003-08-04,3062,建漢,72.0,51.65,,55.0,20.35,,,19.85,,,,0.5,48.1,51.5
